GapBuy;GapSell;AvBid;AvAsk;Spread;SpreadK;MinLev;MinLevClose;FixTp;FixSl;FastSpread;dTFast;tpsFast;dTSlow;tpsSlow;
-3.86;-1.48;-200.52;-341.14;140.62;140.62;140760.62;42.19;140.62;281.24;210.00;786.29;1.27;703.19;1.42;
15.87;18.30;-200.30;-340.87;140.57;140.57;140710.57;42.17;140.57;281.14;190.00;781.13;1.28;703.19;1.42;
15.60;18.08;-200.08;-340.60;140.52;140.52;140660.52;42.16;140.52;281.04;210.00;781.13;1.28;703.19;1.42;
1.37;-16.94;-200.06;-340.37;140.31;140.31;140450.31;42.09;140.31;280.62;210.00;781.13;1.28;715.53;1.40;
30.84;12.87;-199.87;-339.84;139.97;139.97;140109.97;41.99;139.97;279.94;210.00;775.34;1.29;715.53;1.40;
-9.18;1.79;-199.79;-339.82;140.03;140.03;140170.03;42.01;140.03;280.06;210.00;775.34;1.29;722.84;1.38;
-19.00;-8.09;-199.91;-340.00;140.09;140.09;140230.09;42.03;140.09;280.18;220.00;799.38;1.25;722.84;1.38;
-18.82;-7.97;-200.03;-340.18;140.15;140.15;140290.15;42.05;140.15;280.30;210.00;799.38;1.25;722.84;1.38;
9.97;-10.92;-200.08;-339.97;139.89;139.89;140029.89;41.97;139.89;279.78;210.00;799.38;1.25;733.72;1.36;
19.66;-0.97;-200.03;-339.66;139.63;139.63;139769.63;41.89;139.63;279.26;210.00;793.89;1.26;733.72;1.36;
-9.06;3.24;-200.24;-339.94;139.70;139.70;139839.70;41.91;139.70;279.40;210.00;793.89;1.26;733.19;1.36;
-8.78;9.39;-200.39;-340.22;139.83;139.83;139969.83;41.95;139.83;279.66;210.00;793.89;1.26;726.74;1.38;
9.72;9.14;-200.14;-339.72;139.58;139.58;139719.58;41.87;139.58;279.16;210.00;793.89;1.26;726.74;1.38;
-0.38;-0.71;-200.29;-339.62;139.33;139.33;139469.33;41.80;139.33;278.66;220.00;793.86;1.26;726.74;1.38;
-0.48;-0.56;-200.44;-339.52;139.08;139.08;139219.08;41.72;139.08;278.16;210.00;793.86;1.26;726.74;1.38;
-14.07;-12.17;-200.83;-339.93;139.10;139.10;139239.10;41.73;139.10;278.20;210.00;793.86;1.26;723.34;1.38;
-4.06;-2.18;-200.82;-339.94;139.12;139.12;139259.12;41.74;139.12;278.24;210.00;787.73;1.27;723.34;1.38;
-9.79;-44.56;-201.44;-340.21;138.77;138.77;138908.77;41.63;138.77;277.54;210.00;787.73;1.27;724.10;1.38;
20.18;-14.24;-201.76;-340.18;138.42;138.42;138558.42;41.53;138.42;276.84;210.00;787.21;1.27;724.10;1.38;
9.67;-24.24;-201.76;-339.67;137.91;137.91;138047.91;41.37;137.91;275.82;210.00;781.97;1.28;724.10;1.38;
-10.64;-44.09;-201.91;-339.36;137.45;137.45;137587.45;41.24;137.45;274.90;210.00;776.31;1.29;724.10;1.38;
19.05;-14.24;-201.76;-339.05;137.29;137.29;137427.29;41.19;137.29;274.58;180.00;779.34;1.28;724.10;1.38;
18.74;-14.05;-201.95;-338.74;136.79;136.79;136926.79;41.04;136.79;273.58;210.00;779.34;1.28;724.10;1.38;
8.44;-23.76;-202.24;-338.44;136.20;136.20;136336.20;40.86;136.20;272.40;220.00;773.69;1.29;724.10;1.38;
8.44;-23.17;-202.83;-338.44;135.61;135.61;135745.61;40.68;135.61;271.22;210.00;773.69;1.29;724.10;1.38;
-2.75;12.76;-202.76;-338.25;135.49;135.49;135625.49;40.65;135.49;270.98;210.00;773.69;1.29;746.95;1.34;
7.26;22.54;-202.54;-338.26;135.72;135.72;135855.72;40.72;135.72;271.44;210.00;774.03;1.29;746.95;1.34;
-11.54;16.34;-202.34;-338.46;136.12;136.12;136256.12;40.84;136.12;272.24;210.00;774.03;1.29;739.87;1.35;
13.20;16.14;-202.14;-338.20;136.06;136.06;136196.06;40.82;136.06;272.12;210.00;774.03;1.29;732.96;1.36;
-8.74;12.08;-202.08;-338.26;136.18;136.18;136316.18;40.85;136.18;272.36;210.00;774.03;1.29;726.16;1.38;
-18.58;2.12;-202.12;-338.42;136.30;136.30;136436.30;40.89;136.30;272.60;210.00;768.52;1.30;726.16;1.38;
-18.42;-11.85;-202.15;-338.58;136.43;136.43;136566.43;40.93;136.43;272.86;210.00;768.52;1.30;724.64;1.38;
20.01;-11.82;-202.18;-338.01;135.83;135.83;135965.83;40.75;135.83;271.66;210.00;768.52;1.30;724.64;1.38;
0.23;-31.19;-202.81;-338.23;135.42;135.42;135555.42;40.63;135.42;270.84;210.00;766.49;1.30;724.64;1.38;
-6.78;1.81;-202.81;-338.22;135.41;135.41;135545.41;40.62;135.41;270.82;210.00;766.49;1.30;718.25;1.39;
-14.32;-15.15;-202.85;-338.68;135.83;135.83;135965.83;40.75;135.83;271.66;210.00;766.49;1.30;713.31;1.40;
5.94;4.91;-202.91;-338.94;136.03;136.03;136166.03;40.81;136.03;272.06;210.00;761.95;1.31;713.31;1.40;
5.72;27.74;-202.74;-338.72;135.98;135.98;136115.98;40.79;135.98;271.96;210.00;761.95;1.31;712.33;1.40;
31.37;27.19;-202.19;-338.37;136.18;136.18;136316.18;40.85;136.18;272.36;210.00;761.95;1.31;712.33;1.40;
21.22;16.84;-201.84;-338.22;136.38;136.38;136516.38;40.91;136.38;272.76;210.00;760.30;1.32;712.33;1.40;
-27.44;-8.26;-201.74;-338.56;136.82;136.82;136956.82;41.05;136.82;273.64;210.00;760.30;1.32;706.09;1.42;
-28.16;-32.79;-202.21;-338.84;136.63;136.63;136766.63;40.99;136.63;273.26;210.00;760.30;1.32;699.98;1.43;
1.72;-2.72;-202.28;-338.72;136.44;136.44;136576.44;40.93;136.44;272.88;180.00;754.40;1.33;699.98;1.43;
1.60;-2.65;-202.35;-338.60;136.25;136.25;136386.25;40.88;136.25;272.50;210.00;754.40;1.33;699.98;1.43;
3.66;20.39;-202.39;-338.66;136.27;136.27;136406.27;40.88;136.27;272.54;210.00;754.40;1.33;696.46;1.44;
13.62;30.33;-202.33;-338.62;136.29;136.29;136426.29;40.89;136.29;272.58;210.00;752.60;1.33;683.01;1.46;
15.36;3.34;-202.34;-338.36;136.02;136.02;136156.02;40.81;136.02;272.04;210.00;752.60;1.33;683.01;1.46;
-13.61;7.31;-202.31;-338.39;136.08;136.08;136216.08;40.82;136.08;272.16;210.00;752.60;1.33;683.29;1.46;
-15.12;-15.67;-202.33;-338.88;136.55;136.55;136686.55;40.97;136.55;273.10;210.00;752.60;1.33;701.51;1.43;
-4.83;-5.85;-202.15;-339.17;137.02;137.02;137157.02;41.11;137.02;274.04;210.00;775.74;1.29;701.51;1.43;
-20.57;-13.77;-202.23;-339.43;137.20;137.20;137337.20;41.16;137.20;274.40;210.00;775.74;1.29;701.73;1.43;
-0.52;6.38;-202.38;-339.48;137.10;137.10;137237.10;41.13;137.10;274.20;210.00;770.63;1.30;701.73;1.43;
-10.59;-3.66;-202.34;-339.41;137.07;137.07;137207.07;41.12;137.07;274.14;210.00;777.57;1.29;701.73;1.43;
19.14;26.10;-202.10;-339.14;137.04;137.04;137177.04;41.11;137.04;274.08;210.00;775.23;1.29;701.73;1.43;
8.28;11.31;-202.31;-339.28;136.97;136.97;137106.97;41.09;136.97;273.94;210.00;770.48;1.30;724.59;1.38;
-11.68;-8.58;-202.42;-339.32;136.90;136.90;137036.90;41.07;136.90;273.80;210.00;770.48;1.30;724.59;1.38;
-5.70;11.33;-202.33;-339.30;136.97;136.97;137106.97;41.09;136.97;273.94;210.00;770.48;1.30;719.80;1.39;
0.36;-20.32;-202.68;-339.36;136.68;136.68;136816.68;41.00;136.68;273.36;210.00;774.17;1.29;727.15;1.38;
20.05;-0.26;-202.74;-339.05;136.31;136.31;136446.31;40.89;136.31;272.62;210.00;774.17;1.29;727.15;1.38;
19.65;1.62;-202.62;-338.65;136.03;136.03;136166.03;40.81;136.03;272.06;210.00;774.17;1.29;726.33;1.38;
-6.34;1.61;-202.61;-338.66;136.05;136.05;136186.05;40.82;136.05;272.10;210.00;774.17;1.29;726.33;1.38;
-41.97;-13.41;-202.59;-339.03;136.44;136.44;136576.44;40.93;136.44;272.88;210.00;774.17;1.29;729.79;1.37;
-31.79;-3.53;-202.47;-339.21;136.74;136.74;136876.74;41.02;136.74;273.48;200.00;774.46;1.29;729.79;1.37;
-31.41;-3.45;-202.55;-339.59;137.04;137.04;137177.04;41.11;137.04;274.08;210.00;774.46;1.29;729.79;1.37;
-11.49;16.44;-202.44;-339.51;137.07;137.07;137207.07;41.12;137.07;274.14;210.00;766.57;1.30;729.79;1.37;
-27.12;-16.39;-202.61;-339.88;137.27;137.27;137407.27;41.18;137.27;274.54;210.00;766.57;1.30;749.88;1.33;
-6.95;4.14;-203.14;-340.05;136.91;136.91;137046.91;41.07;136.91;273.82;210.00;779.17;1.28;749.88;1.33;
3.32;14.57;-203.57;-340.32;136.75;136.75;136886.75;41.03;136.75;273.50;200.00;779.38;1.28;749.88;1.33;
3.39;14.80;-203.80;-340.39;136.59;136.59;136726.59;40.98;136.59;273.18;210.00;779.38;1.28;749.88;1.33;
-6.44;5.13;-204.13;-340.56;136.43;136.43;136566.43;40.93;136.43;272.86;210.00;774.24;1.29;749.88;1.33;
-6.47;-14.65;-204.35;-340.53;136.18;136.18;136316.18;40.85;136.18;272.36;210.00;774.24;1.29;756.78;1.32;
-17.69;5.07;-204.07;-340.31;136.24;136.24;136376.24;40.87;136.24;272.48;210.00;774.47;1.29;756.78;1.32;
-17.66;21.63;-203.63;-340.34;136.71;136.71;136846.71;41.01;136.71;273.42;210.00;774.47;1.29;732.73;1.36;
15.24;21.39;-203.39;-340.24;136.85;136.85;136986.85;41.06;136.85;273.70;210.00;774.47;1.29;732.73;1.36;
-4.86;1.30;-203.30;-340.14;136.84;136.84;136976.84;41.05;136.84;273.68;230.00;772.69;1.29;732.73;1.36;
-4.86;1.31;-203.31;-340.14;136.83;136.83;136966.83;41.05;136.83;273.66;210.00;772.69;1.29;732.73;1.36;
-14.57;-13.48;-203.52;-340.43;136.91;136.91;137046.91;41.07;136.91;273.82;210.00;772.69;1.29;735.32;1.36;
5.42;6.43;-203.43;-340.42;136.99;136.99;137126.99;41.10;136.99;273.98;210.00;772.40;1.29;735.32;1.36;
5.41;3.37;-203.37;-340.41;137.04;137.04;137177.04;41.11;137.04;274.08;210.00;772.40;1.29;718.09;1.39;
-15.29;3.41;-203.41;-340.71;137.30;137.30;137437.30;41.19;137.30;274.60;210.00;772.40;1.29;718.09;1.39;
12.73;25.23;-203.23;-340.73;137.50;137.50;137637.50;41.25;137.50;275.00;210.00;772.29;1.29;703.83;1.42;
-7.32;5.28;-203.28;-340.68;137.40;137.40;137537.40;41.22;137.40;274.80;210.00;772.29;1.29;703.83;1.42;
2.73;15.43;-203.43;-340.73;137.30;137.30;137437.30;41.19;137.30;274.60;200.00;771.83;1.30;703.83;1.42;
2.83;15.28;-203.28;-340.83;137.55;137.55;137687.55;41.27;137.55;275.10;210.00;771.83;1.30;703.83;1.42;
-28.96;-3.73;-203.27;-341.04;137.77;137.77;137907.77;41.33;137.77;275.54;210.00;772.37;1.29;709.93;1.41;
-18.65;6.21;-203.21;-341.35;138.14;138.14;138278.14;41.44;138.14;276.28;210.00;772.37;1.29;709.93;1.41;
14.23;-1.87;-203.13;-341.23;138.10;138.10;138238.10;41.43;138.10;276.20;210.00;772.37;1.29;706.15;1.42;
-17.47;5.08;-203.08;-341.53;138.45;138.45;138588.45;41.54;138.45;276.90;210.00;772.37;1.29;705.33;1.42;
11.54;26.81;-202.81;-341.54;138.73;138.73;138868.73;41.62;138.73;277.46;210.00;772.37;1.29;702.22;1.42;
-8.49;6.74;-202.74;-341.51;138.77;138.77;138908.77;41.63;138.77;277.54;230.00;750.39;1.33;702.22;1.42;
-8.62;6.57;-202.57;-341.38;138.81;138.81;138948.81;41.64;138.81;277.62;210.00;750.39;1.33;702.22;1.42;
11.57;26.43;-202.43;-341.57;139.14;139.14;139279.14;41.74;139.14;278.28;210.00;750.51;1.33;702.22;1.42;
9.48;3.22;-202.22;-341.48;139.26;139.26;139399.26;41.78;139.26;278.52;210.00;750.51;1.33;707.33;1.41;
18.50;-20.55;-202.45;-341.50;139.05;139.05;139189.05;41.72;139.05;278.10;210.00;737.56;1.36;702.73;1.42;
-1.28;-40.12;-202.88;-341.72;138.84;138.84;138978.84;41.65;138.84;277.68;210.00;746.10;1.34;702.73;1.42;
37.55;-55.06;-202.94;-341.55;138.61;138.61;138748.61;41.58;138.61;277.22;210.00;746.10;1.34;713.97;1.40;
-19.79;-22.33;-202.67;-341.21;138.54;138.54;138678.54;41.56;138.54;277.08;210.00;746.10;1.34;713.97;1.40;
0.27;-2.20;-202.80;-341.27;138.47;138.47;138608.47;41.54;138.47;276.94;210.00;734.61;1.36;713.97;1.40;
20.13;17.73;-202.73;-341.13;138.40;138.40;138538.40;41.52;138.40;276.80;210.00;747.40;1.34;713.97;1.40;
-0.11;-2.44;-202.56;-340.89;138.33;138.33;138468.33;41.50;138.33;276.66;210.00;747.75;1.34;713.97;1.40;
2.82;68.87;-201.87;-340.82;138.95;138.95;139088.95;41.69;138.95;277.90;210.00;747.75;1.34;746.55;1.34;
2.95;68.38;-201.38;-340.95;139.57;139.57;139709.57;41.87;139.57;279.14;200.00;759.91;1.32;746.55;1.34;
3.08;50.07;-201.07;-341.08;140.01;140.01;140150.01;42.00;140.01;280.02;200.00;759.91;1.32;739.30;1.35;
44.65;49.41;-200.41;-340.65;140.24;140.24;140380.24;42.07;140.24;280.48;200.00;759.91;1.32;739.30;1.35;
-4.98;-0.45;-200.55;-341.02;140.47;140.47;140610.47;42.14;140.47;280.94;210.00;757.02;1.32;739.30;1.35;
24.69;29.28;-200.28;-340.69;140.41;140.41;140550.41;42.12;140.41;280.82;180.00;757.42;1.32;739.30;1.35;
24.26;28.91;-199.91;-340.26;140.35;140.35;140490.35;42.11;140.35;280.70;210.00;757.42;1.32;739.30;1.35;
-0.92;3.79;-199.79;-340.08;140.29;140.29;140430.29;42.09;140.29;280.58;210.00;757.42;1.32;744.84;1.34;
-10.71;-6.26;-199.74;-340.29;140.55;140.55;140690.55;42.17;140.55;281.10;220.00;757.34;1.32;744.84;1.34;
-10.40;-6.21;-199.79;-340.60;140.81;140.81;140950.81;42.24;140.81;281.62;210.00;757.34;1.32;744.84;1.34;
12.39;-3.15;-199.85;-340.39;140.54;140.54;140680.54;42.16;140.54;281.08;210.00;757.34;1.32;716.78;1.40;
12.18;-0.06;-199.94;-340.18;140.24;140.24;140380.24;42.07;140.24;280.48;210.00;757.34;1.32;716.78;1.40;
-16.55;0.03;-200.03;-340.45;140.42;140.42;140560.42;42.13;140.42;280.84;210.00;757.34;1.32;716.78;1.40;
5.40;2.99;-199.99;-340.40;140.41;140.41;140550.41;42.12;140.41;280.82;210.00;757.34;1.32;711.10;1.41;
-8.51;-7.94;-200.06;-340.49;140.43;140.43;140570.43;42.13;140.43;280.86;210.00;757.34;1.32;717.37;1.39;
8.27;0.92;-199.92;-340.27;140.35;140.35;140490.35;42.11;140.35;280.70;210.00;757.34;1.32;717.63;1.39;
18.05;10.78;-199.78;-340.05;140.27;140.27;140410.27;42.08;140.27;280.54;210.00;774.71;1.29;717.63;1.39;
4.90;-1.67;-199.33;-339.90;140.57;140.57;140710.57;42.17;140.57;281.14;210.00;774.71;1.29;714.33;1.40;
20.89;6.10;-199.10;-339.89;140.79;140.79;140930.79;42.24;140.79;281.58;210.00;774.71;1.29;715.70;1.40;
-8.92;-23.93;-199.07;-340.08;141.01;141.01;141151.01;42.30;141.01;282.02;210.00;772.03;1.30;715.70;1.40;
-2.99;-4.36;-198.64;-340.01;141.37;141.37;141511.37;42.41;141.37;282.74;210.00;772.03;1.30;714.78;1.40;
-12.66;-14.39;-198.61;-340.34;141.73;141.73;141871.73;42.52;141.73;283.46;210.00;772.61;1.29;714.78;1.40;
-12.33;-45.11;-198.89;-340.67;141.78;141.78;141921.78;42.53;141.78;283.56;210.00;772.61;1.29;718.87;1.39;
-31.90;-44.93;-199.07;-341.10;142.03;142.03;142172.03;42.61;142.03;284.06;210.00;772.61;1.29;718.87;1.39;
-1.77;-15.05;-198.95;-341.23;142.28;142.28;142422.28;42.68;142.28;284.56;210.00;740.60;1.35;718.87;1.39;
-10.66;19.84;-198.84;-341.34;142.50;142.50;142642.50;42.75;142.50;285.00;210.00;740.60;1.35;730.15;1.37;
-17.38;1.02;-199.02;-341.62;142.60;142.60;142742.60;42.78;142.60;285.20;210.00;740.60;1.35;669.19;1.49;
-7.39;11.04;-199.04;-341.61;142.57;142.57;142712.57;42.77;142.57;285.14;210.00;749.79;1.33;669.19;1.49;
-36.85;-18.64;-199.36;-342.15;142.79;142.79;142932.79;42.84;142.79;285.58;240.00;748.77;1.34;669.19;1.49;
-36.53;-18.36;-199.64;-342.47;142.83;142.83;142972.83;42.85;142.83;285.66;210.00;748.77;1.34;669.19;1.49;
-36.31;-46.89;-200.11;-342.69;142.58;142.58;142722.58;42.77;142.58;285.16;210.00;748.77;1.34;686.53;1.46;
-31.14;-46.56;-200.44;-342.86;142.42;142.42;142562.42;42.73;142.42;284.84;210.00;748.77;1.34;686.53;1.46;
-28.60;-23.46;-200.54;-343.40;142.86;142.86;143002.86;42.86;142.86;285.72;210.00;748.77;1.34;688.07;1.45;
1.44;6.14;-200.14;-343.44;143.30;143.30;143443.30;42.99;143.30;286.60;210.00;760.78;1.31;688.07;1.45;
-28.29;-23.63;-200.37;-343.71;143.34;143.34;143483.34;43.00;143.34;286.68;210.00;760.78;1.31;688.07;1.45;
-37.01;-40.40;-200.60;-343.99;143.39;143.39;143533.39;43.02;143.39;286.78;210.00;760.78;1.31;687.94;1.45;
-24.65;-27.10;-200.90;-344.35;143.45;143.45;143593.45;43.04;143.45;286.90;210.00;760.78;1.31;687.94;1.45;
-34.19;-40.43;-201.57;-344.81;143.24;143.24;143383.24;42.97;143.24;286.48;210.00;760.78;1.31;693.06;1.44;
16.03;9.74;-201.74;-345.03;143.29;143.29;143433.29;42.99;143.29;286.58;210.00;776.22;1.29;693.06;1.44;
-8.60;8.82;-201.82;-345.40;143.58;143.58;143723.58;43.07;143.58;287.16;210.00;776.22;1.29;693.25;1.44;
-5.75;-18.08;-201.92;-345.25;143.33;143.33;143473.33;43.00;143.33;286.66;210.00;776.22;1.29;683.63;1.46;
3.00;-3.38;-201.62;-345.00;143.38;143.38;143523.38;43.01;143.38;286.76;210.00;776.22;1.29;683.92;1.46;
12.95;6.52;-201.52;-344.95;143.43;143.43;143573.43;43.03;143.43;286.86;200.00;776.65;1.29;683.92;1.46;
12.90;6.42;-201.42;-344.90;143.48;143.48;143623.48;43.04;143.48;286.96;210.00;776.65;1.29;683.92;1.46;
12.87;-38.99;-202.01;-344.87;142.86;142.86;143002.86;42.86;142.86;285.72;210.00;776.65;1.29;680.42;1.47;
8.98;-38.30;-202.70;-344.98;142.28;142.28;142422.28;42.68;142.28;284.56;210.00;776.65;1.29;680.42;1.47;
19.01;-27.98;-203.02;-345.01;141.99;141.99;142131.99;42.60;141.99;283.98;210.00;777.33;1.29;680.42;1.47;
14.79;1.09;-203.09;-344.79;141.70;141.70;141841.70;42.51;141.70;283.40;210.00;777.33;1.29;678.67;1.47;
4.65;-8.97;-203.03;-344.65;141.62;141.62;141761.62;42.49;141.62;283.24;210.00;777.58;1.29;678.67;1.47;
-11.23;-16.85;-203.15;-344.77;141.62;141.62;141761.62;42.49;141.62;283.24;210.00;777.58;1.29;675.27;1.48;
-1.37;-6.91;-203.09;-344.63;141.54;141.54;141681.54;42.46;141.54;283.08;210.00;730.41;1.37;675.27;1.48;
23.44;-6.77;-203.23;-344.44;141.21;141.21;141351.21;42.36;141.21;282.42;210.00;730.41;1.37;680.09;1.47;
13.25;-16.63;-203.37;-344.25;140.88;140.88;141020.88;42.26;140.88;281.76;210.00;732.22;1.37;680.09;1.47;
-16.34;-12.23;-203.77;-344.66;140.89;140.89;141030.89;42.27;140.89;281.78;210.00;732.22;1.37;679.99;1.47;
-6.14;-2.08;-203.92;-344.86;140.94;140.94;141080.94;42.28;140.94;281.88;210.00;731.63;1.37;679.99;1.47;
40.39;-23.91;-204.09;-344.39;140.30;140.30;140440.30;42.09;140.30;280.60;210.00;731.63;1.37;696.29;1.44;
34.04;57.64;-203.64;-344.04;140.40;140.40;140540.40;42.12;140.40;280.80;210.00;731.63;1.37;695.65;1.44;
83.25;55.88;-202.88;-343.25;140.37;140.37;140510.37;42.11;140.37;280.74;210.00;731.63;1.37;680.24;1.47;
69.79;44.43;-202.43;-342.79;140.36;140.36;140500.36;42.11;140.36;280.72;210.00;731.63;1.37;682.86;1.46;
38.64;48.95;-201.95;-342.64;140.69;140.69;140830.69;42.21;140.69;281.38;210.00;731.63;1.37;662.58;1.51;
28.33;38.57;-201.57;-342.33;140.76;140.76;140900.76;42.23;140.76;281.52;210.00;823.26;1.21;662.58;1.51;
-2.04;8.34;-201.34;-341.96;140.62;140.62;140760.62;42.19;140.62;281.24;210.00;822.77;1.22;662.58;1.51;
-12.21;-1.69;-201.31;-341.79;140.48;140.48;140620.48;42.14;140.48;280.96;220.00;821.46;1.22;662.58;1.51;
-12.38;-1.72;-201.28;-341.62;140.34;140.34;140480.34;42.10;140.34;280.68;210.00;821.46;1.22;662.58;1.51;
-2.45;8.35;-201.35;-341.55;140.20;140.20;140340.20;42.06;140.20;280.40;210.00;832.17;1.20;662.58;1.51;
-12.58;-1.81;-201.19;-341.42;140.23;140.23;140370.23;42.07;140.23;280.46;220.00;838.78;1.19;662.58;1.51;
-12.51;-1.77;-201.23;-341.49;140.26;140.26;140400.26;42.08;140.26;280.52;210.00;838.78;1.19;662.58;1.51;
-2.44;8.27;-201.27;-341.56;140.29;140.29;140430.29;42.09;140.29;280.58;210.00;839.00;1.19;662.58;1.51;
-12.27;-1.59;-201.41;-341.73;140.32;140.32;140460.32;42.10;140.32;280.64;210.00;838.65;1.19;662.58;1.51;
43.24;42.01;-201.01;-341.24;140.23;140.23;140370.23;42.07;140.23;280.46;210.00;838.65;1.19;709.37;1.41;
-6.75;-8.09;-200.91;-341.25;140.34;140.34;140480.34;42.10;140.34;280.68;260.00;837.03;1.19;709.37;1.41;
-6.85;-7.99;-201.01;-341.15;140.14;140.14;140280.14;42.04;140.14;280.28;210.00;837.03;1.19;709.37;1.41;
-26.75;-27.52;-201.48;-341.25;139.77;139.77;139909.77;41.93;139.77;279.54;210.00;835.43;1.20;709.37;1.41;
-5.53;-23.09;-201.91;-341.47;139.56;139.56;139699.56;41.87;139.56;279.12;210.00;835.43;1.20;710.34;1.41;
-39.17;-13.95;-202.05;-341.83;139.78;139.78;139919.78;41.93;139.78;279.56;210.00;835.43;1.20;710.21;1.41;
-19.01;5.99;-201.99;-341.99;140.00;140.00;140140.00;42.00;140.00;280.00;190.00;835.56;1.20;710.21;1.41;
-18.95;5.78;-201.78;-342.05;140.27;140.27;140410.27;42.08;140.27;280.54;210.00;835.56;1.20;710.21;1.41;
12.99;-1.16;-201.84;-341.99;140.15;140.15;140290.15;42.05;140.15;280.30;210.00;835.56;1.20;696.32;1.44;
12.93;23.62;-201.62;-341.93;140.31;140.31;140450.31;42.09;140.31;280.62;210.00;835.56;1.20;696.04;1.44;
-7.14;3.60;-201.60;-341.86;140.26;140.26;140400.26;42.08;140.26;280.52;210.00;835.95;1.20;696.04;1.44;
5.94;16.67;-201.67;-341.94;140.27;140.27;140410.27;42.08;140.27;280.54;210.00;835.95;1.20;714.59;1.40;
-13.98;-3.26;-201.74;-342.02;140.28;140.28;140420.28;42.08;140.28;280.56;210.00;833.78;1.20;714.59;1.40;
0.06;6.81;-201.81;-342.06;140.25;140.25;140390.25;42.08;140.25;280.50;210.00;833.78;1.20;715.59;1.40;
-9.80;-3.02;-201.98;-342.20;140.22;140.22;140360.22;42.07;140.22;280.44;210.00;833.76;1.20;715.59;1.40;
29.62;6.86;-201.86;-341.62;139.76;139.76;139899.76;41.93;139.76;279.52;210.00;833.76;1.20;702.38;1.42;
9.34;-12.96;-202.04;-341.34;139.30;139.30;139439.30;41.79;139.30;278.60;210.00;811.53;1.23;702.38;1.42;
-0.51;-22.76;-202.24;-341.49;139.25;139.25;139389.25;41.78;139.25;278.50;210.00;813.91;1.23;702.38;1.42;
9.22;-12.59;-202.41;-341.22;138.81;138.81;138948.81;41.64;138.81;277.62;200.00;811.60;1.23;702.38;1.42;
9.24;-12.20;-202.80;-341.24;138.44;138.44;138578.44;41.53;138.44;276.88;210.00;811.60;1.23;702.38;1.42;
-10.74;-31.81;-203.19;-341.26;138.07;138.07;138208.07;41.42;138.07;276.14;230.00;851.89;1.17;702.38;1.42;
-10.72;-31.42;-203.58;-341.28;137.70;137.70;137837.70;41.31;137.70;275.40;210.00;851.89;1.17;702.38;1.42;
18.21;-10.04;-203.96;-341.21;137.25;137.25;137387.25;41.18;137.25;274.50;210.00;851.89;1.17;753.53;1.33;
-13.56;-26.72;-204.28;-341.44;137.16;137.16;137297.16;41.15;137.16;274.32;210.00;851.89;1.17;725.61;1.38;
6.56;-6.84;-204.16;-341.56;137.40;137.40;137537.40;41.22;137.40;274.80;190.00;847.01;1.18;725.61;1.38;
6.48;-7.16;-203.84;-341.48;137.64;137.64;137777.64;41.29;137.64;275.28;210.00;847.01;1.18;725.61;1.38;
26.59;12.17;-203.17;-341.59;138.42;138.42;138558.42;41.53;138.42;276.84;210.00;847.66;1.18;725.61;1.38;
6.33;-7.97;-203.03;-341.33;138.30;138.30;138438.30;41.49;138.30;276.60;230.00;846.29;1.18;725.61;1.38;
6.27;-7.91;-203.09;-341.27;138.18;138.18;138318.18;41.45;138.18;276.36;210.00;846.29;1.18;725.61;1.38;
6.41;10.17;-203.17;-341.41;138.24;138.24;138378.24;41.47;138.24;276.48;210.00;846.29;1.18;743.42;1.35;
13.28;10.05;-203.05;-341.28;138.23;138.23;138368.23;41.47;138.23;276.46;210.00;846.29;1.18;743.42;1.35;
-6.62;-9.15;-203.85;-341.38;137.53;137.53;137667.53;41.26;137.53;275.06;230.00;853.47;1.17;743.42;1.35;
-6.52;-8.35;-204.65;-341.48;136.83;136.83;136966.83;41.05;136.83;273.66;210.00;853.47;1.17;743.42;1.35;
-5.43;15.04;-205.04;-341.57;136.53;136.53;136666.53;40.96;136.53;273.06;210.00;853.47;1.17;731.38;1.37;
14.88;35.23;-205.23;-341.88;136.65;136.65;136786.65;41.00;136.65;273.30;210.00;804.72;1.24;731.38;1.37;
-9.07;9.18;-205.18;-341.93;136.75;136.75;136886.75;41.03;136.75;273.50;210.00;804.72;1.24;728.62;1.37;
-1.79;27.25;-205.25;-342.21;136.96;136.96;137096.96;41.09;136.96;273.92;210.00;804.72;1.24;703.36;1.42;
-31.21;-2.38;-205.62;-342.79;137.17;137.17;137307.17;41.15;137.17;274.34;240.00;772.19;1.30;703.36;1.42;
-30.88;-2.26;-205.74;-343.12;137.38;137.38;137517.38;41.21;137.38;274.76;210.00;772.19;1.30;703.36;1.42;
-37.58;-20.06;-205.94;-343.42;137.48;137.48;137617.48;41.24;137.48;274.96;210.00;772.19;1.30;706.77;1.41;
-7.58;9.84;-205.84;-343.42;137.58;137.58;137717.58;41.27;137.58;275.16;210.00;773.30;1.29;706.77;1.41;
12.45;29.57;-205.57;-343.45;137.88;137.88;138017.88;41.36;137.88;275.76;210.00;766.56;1.30;706.77;1.41;
-6.33;-0.37;-205.63;-343.67;138.04;138.04;138178.04;41.41;138.04;276.08;210.00;766.56;1.30;720.75;1.39;
3.50;9.59;-205.59;-343.50;137.91;137.91;138047.91;41.37;137.91;275.82;210.00;784.10;1.28;720.75;1.39;
