GapBuy;GapSell;AvBid;AvAsk;Spread;SpreadK;MinLev;MinLevClose;FixTp;FixSl;FastSpread;dTFast;tpsFast;dTSlow;tpsSlow;
-10.31;1.63;-193.63;-343.69;150.06;150.06;150212.56;45.02;150.06;300.13;230.00;606.96;1.65;594.63;1.68;
-9.71;1.53;-193.53;-344.29;150.76;150.76;150915.47;45.23;150.76;301.53;210.00;606.96;1.65;594.63;1.68;
18.22;-3.28;-193.72;-343.22;149.50;149.50;149649.50;44.85;149.50;299.00;210.00;606.96;1.65;546.66;1.83;
7.79;-12.58;-194.42;-342.79;148.37;148.37;148516.79;44.51;148.37;296.74;220.00;569.65;1.76;546.66;1.83;
7.40;-11.95;-195.05;-342.40;147.35;147.35;147497.35;44.21;147.35;294.70;210.00;569.65;1.76;546.66;1.83;
1.33;18.14;-194.14;-342.33;148.19;148.19;148338.67;44.46;148.19;296.38;210.00;569.65;1.76;499.94;2.00;
-8.27;7.77;-193.77;-342.73;148.95;148.95;149103.50;44.69;148.95;297.91;220.00;539.17;1.85;499.94;2.00;
-7.91;7.43;-193.43;-343.09;149.65;149.65;149801.83;44.90;149.65;299.30;210.00;539.17;1.85;499.94;2.00;
-41.13;-55.17;-195.83;-344.88;149.04;149.04;149190.71;44.71;149.04;298.08;210.00;539.17;1.85;482.81;2.07;
-25.08;-19.36;-196.64;-345.92;149.28;149.28;149429.28;44.78;149.28;298.56;210.00;539.17;1.85;445.32;2.25;
23.96;29.46;-195.46;-344.96;149.50;149.50;149649.50;44.85;149.50;299.00;210.00;513.79;1.95;445.32;2.25;
23.07;9.11;-195.11;-344.07;148.96;148.96;149111.93;44.69;148.96;297.93;210.00;513.79;1.95;437.91;2.28;
-5.71;8.79;-194.79;-344.29;149.50;149.50;149649.50;44.85;149.50;299.00;210.00;513.79;1.95;437.91;2.28;
-15.17;-1.17;-194.83;-344.83;150.00;150.00;150150.00;45.00;150.00;300.00;210.00;493.00;2.03;437.91;2.28;
-12.73;-3.07;-194.93;-345.27;150.33;150.33;150483.67;45.10;150.33;300.67;210.00;493.00;2.03;608.62;1.64;
-31.68;-22.32;-195.68;-346.32;150.65;150.65;150795.81;45.19;150.65;301.29;230.00;686.75;1.46;608.62;1.64;
-30.69;-21.63;-196.38;-347.31;150.94;150.94;151088.44;45.28;150.94;301.88;210.00;686.75;1.46;608.62;1.64;
-52.06;-48.12;-197.88;-348.94;151.06;151.06;151211.67;45.32;151.06;302.12;210.00;686.75;1.46;581.71;1.72;
-2.00;1.82;-197.82;-349.00;151.18;151.18;151327.65;45.35;151.18;302.35;160.00;656.75;1.52;581.71;1.72;
-1.94;1.77;-197.77;-349.06;151.29;151.29;151437.00;45.39;151.29;302.57;210.00;656.75;1.52;581.71;1.72;
-2.86;-20.64;-198.36;-349.14;150.78;150.78;150928.56;45.23;150.78;301.56;210.00;656.75;1.52;671.30;1.49;
16.68;-0.62;-198.38;-348.68;150.30;150.30;150447.59;45.09;150.30;300.59;210.00;730.08;1.37;671.30;1.49;
21.11;17.89;-197.89;-348.11;150.21;150.21;150360.74;45.06;150.21;300.42;210.00;730.08;1.37;631.47;1.58;
1.08;-2.05;-197.95;-348.08;150.13;150.13;150278.33;45.04;150.13;300.26;230.00;697.49;1.43;631.47;1.58;
1.05;-2.00;-198.00;-348.05;150.05;150.05;150200.05;45.02;150.05;300.10;210.00;697.49;1.43;631.47;1.58;
28.34;19.51;-197.51;-347.34;149.83;149.83;149979.10;44.95;149.83;299.66;210.00;697.49;1.43;652.52;1.53;
-1.62;-10.24;-197.76;-347.38;149.62;149.62;149768.67;44.89;149.62;299.24;210.00;748.72;1.34;652.52;1.53;
8.19;-0.23;-197.77;-347.19;149.42;149.42;149568.02;44.83;149.42;298.84;210.00;723.03;1.38;652.52;1.53;
-11.55;-4.14;-197.86;-347.45;149.59;149.59;149740.50;44.88;149.59;299.18;210.00;723.03;1.38;647.50;1.54;
-40.62;-33.38;-198.62;-348.38;149.76;149.76;149905.31;44.93;149.76;299.51;210.00;696.11;1.44;647.50;1.54;
-39.74;-42.43;-199.57;-349.26;149.70;149.70;149845.35;44.91;149.70;299.39;210.00;696.11;1.44;625.41;1.60;
-53.57;-41.53;-200.47;-350.43;149.96;149.96;150107.40;44.99;149.96;299.91;210.00;696.11;1.44;625.41;1.60;
-49.52;-69.06;-201.94;-351.48;149.54;149.54;149691.21;44.86;149.54;299.08;210.00;696.11;1.44;611.58;1.64;
20.06;0.92;-201.92;-351.06;149.14;149.14;149292.00;44.74;149.14;298.29;140.00;686.48;1.46;611.58;1.64;
19.66;0.90;-201.90;-350.66;148.76;148.76;148908.76;44.63;148.76;297.52;210.00;686.48;1.46;611.58;1.64;
19.27;-40.29;-202.71;-350.27;147.57;147.57;147716.20;44.27;147.57;295.14;210.00;686.48;1.46;588.26;1.70;
35.58;-39.52;-203.48;-349.58;146.10;146.10;146242.25;43.83;146.10;292.19;210.00;686.48;1.46;588.26;1.70;
-29.85;-22.09;-203.91;-350.15;146.25;146.25;146391.53;43.87;146.25;292.49;210.00;686.48;1.46;587.07;1.70;
-9.67;-2.06;-203.94;-350.33;146.39;146.39;146535.28;43.92;146.39;292.78;210.00;683.29;1.46;587.07;1.70;
-9.49;-8.89;-204.11;-350.51;146.40;146.40;146546.40;43.92;146.40;292.80;210.00;683.29;1.46;566.02;1.77;
-27.00;-8.73;-204.27;-351.00;146.73;146.73;146878.88;44.02;146.73;293.46;210.00;683.29;1.46;566.02;1.77;
-26.53;2.23;-204.23;-351.47;147.25;147.25;147392.86;44.17;147.25;294.49;210.00;683.29;1.46;546.47;1.83;
-13.29;2.19;-204.19;-351.71;147.52;147.52;147664.76;44.26;147.52;295.03;210.00;683.29;1.46;546.47;1.83;
16.42;31.64;-203.64;-351.42;147.78;147.78;147927.44;44.33;147.78;295.56;210.00;665.26;1.50;546.47;1.83;
-3.52;11.45;-203.45;-351.48;148.03;148.03;148181.37;44.41;148.03;296.07;230.00;647.27;1.54;546.47;1.83;
-3.46;11.26;-203.26;-351.54;148.28;148.28;148426.97;44.48;148.28;296.56;210.00;647.27;1.54;546.47;1.83;
-25.05;-15.48;-203.52;-351.95;148.44;148.44;148583.92;44.53;148.44;296.87;210.00;647.27;1.54;545.06;1.83;
-4.97;4.44;-203.44;-352.03;148.59;148.59;148735.89;44.58;148.59;297.17;190.00;634.52;1.58;545.06;1.83;
-4.89;4.38;-203.38;-352.11;148.73;148.73;148883.11;44.62;148.73;297.47;210.00;634.52;1.58;545.06;1.83;
40.48;8.25;-203.25;-351.48;148.23;148.23;148379.00;44.47;148.23;296.46;210.00;634.52;1.58;555.46;1.80;
20.17;-11.58;-203.42;-351.17;147.74;147.74;147890.17;44.32;147.74;295.48;230.00;631.13;1.58;555.46;1.80;
19.87;-11.40;-203.60;-350.87;147.27;147.27;147415.93;44.18;147.27;294.54;210.00;631.13;1.58;555.46;1.80;
4.79;28.18;-203.18;-350.79;147.62;147.62;147765.26;44.29;147.62;295.24;210.00;631.13;1.58;539.00;1.86;
4.72;25.80;-202.80;-350.72;147.93;147.93;148075.46;44.38;147.93;295.86;210.00;631.13;1.58;523.43;1.91;
30.29;25.43;-202.43;-350.29;147.86;147.86;148005.00;44.36;147.86;295.71;210.00;631.13;1.58;523.43;1.91;
0.28;-4.51;-202.49;-350.28;147.79;147.79;147936.52;44.34;147.79;295.58;210.00;616.91;1.62;523.43;1.91;
10.14;5.42;-202.42;-350.14;147.72;147.72;147869.94;44.32;147.72;295.44;200.00;731.72;1.37;523.43;1.91;
10.00;5.34;-202.34;-350.00;147.66;147.66;147805.19;44.30;147.66;295.32;210.00;731.72;1.37;523.43;1.91;
31.57;32.89;-201.89;-349.57;147.68;147.68;147823.35;44.30;147.68;295.35;210.00;731.72;1.37;636.21;1.57;
1.55;2.85;-201.85;-349.55;147.69;147.69;147841.03;44.31;147.69;295.39;210.00;717.08;1.39;636.21;1.57;
21.26;22.55;-201.55;-349.26;147.71;147.71;147858.24;44.31;147.71;295.42;210.00;701.03;1.43;636.21;1.57;
20.99;-2.42;-201.58;-348.99;147.40;147.40;147550.00;44.22;147.40;294.81;210.00;701.03;1.43;636.09;1.57;
-2.97;-2.38;-201.62;-349.03;147.41;147.41;147557.67;44.22;147.41;294.82;210.00;701.03;1.43;636.09;1.57;
21.75;-2.35;-201.65;-348.75;147.10;147.10;147248.37;44.13;147.10;294.20;210.00;701.03;1.43;625.89;1.60;
26.41;16.44;-201.44;-348.41;146.98;146.98;147121.98;44.09;146.98;293.95;210.00;701.03;1.43;609.26;1.64;
6.33;-3.52;-201.48;-348.33;146.85;146.85;146998.70;44.06;146.85;293.70;210.00;699.84;1.43;609.26;1.64;
26.01;16.28;-201.28;-348.01;146.73;146.73;146878.44;44.02;146.73;293.46;190.00;687.39;1.45;609.26;1.64;
25.70;16.08;-201.08;-347.70;146.61;146.61;146761.07;43.98;146.61;293.23;210.00;687.39;1.45;609.26;1.64;
-1.29;17.87;-200.87;-347.71;146.85;146.85;146992.08;44.05;146.85;293.69;210.00;687.39;1.45;585.71;1.71;
-1.27;-6.06;-200.94;-347.73;146.79;146.79;146935.02;44.04;146.79;293.58;210.00;687.39;1.45;585.71;1.71;
-34.86;-22.79;-201.21;-348.14;146.93;146.93;147077.16;44.08;146.93;293.86;210.00;687.39;1.45;574.77;1.74;
-4.80;7.13;-201.13;-348.20;147.07;147.07;147216.03;44.12;147.07;294.14;210.00;674.97;1.48;574.77;1.74;
35.78;40.66;-200.66;-347.78;147.13;147.13;147272.13;44.14;147.13;294.25;210.00;674.97;1.48;562.17;1.78;
45.27;55.03;-200.03;-347.27;147.24;147.24;147383.19;44.17;147.24;294.47;210.00;674.97;1.48;549.67;1.82;
-4.68;4.98;-199.98;-347.32;147.34;147.34;147491.79;44.20;147.34;294.69;260.00;662.42;1.51;549.67;1.82;
-4.63;4.92;-199.92;-347.37;147.45;147.45;147598.00;44.24;147.45;294.90;210.00;662.42;1.51;549.67;1.82;
-34.25;-24.80;-200.20;-347.75;147.55;147.55;147701.90;44.27;147.55;295.11;210.00;663.72;1.51;549.67;1.82;
-4.20;5.14;-200.14;-347.80;147.66;147.66;147803.57;44.30;147.66;295.31;180.00;651.91;1.53;549.67;1.82;
-4.16;5.09;-200.09;-347.84;147.76;147.76;147903.07;44.33;147.76;295.51;210.00;651.91;1.53;549.67;1.82;
15.67;24.82;-199.82;-347.67;147.85;147.85;148000.48;44.36;147.85;295.71;190.00;780.85;1.28;549.67;1.82;
15.51;24.56;-199.56;-347.51;147.95;147.95;148095.86;44.38;147.95;295.90;210.00;780.85;1.28;549.67;1.82;
-8.40;-1.42;-199.58;-347.60;148.02;148.02;148168.64;44.41;148.02;296.04;210.00;780.85;1.28;698.20;1.43;
-37.02;-22.19;-199.81;-347.98;148.17;148.17;148321.64;44.45;148.17;296.35;210.00;780.85;1.28;685.56;1.46;
-6.95;7.73;-199.73;-348.05;148.32;148.32;148471.56;44.50;148.32;296.65;210.00;767.59;1.30;685.56;1.46;
-6.88;25.47;-199.47;-348.12;148.65;148.65;148798.65;44.60;148.65;297.30;210.00;767.59;1.30;671.57;1.49;
25.89;25.10;-199.10;-347.89;148.79;148.79;148938.79;44.64;148.79;297.58;210.00;767.59;1.30;671.57;1.49;
5.96;5.03;-199.03;-347.96;148.93;148.93;149078.93;44.68;148.93;297.86;210.00;755.29;1.32;671.57;1.49;
-3.77;-4.84;-199.16;-348.23;149.07;149.07;149219.07;44.72;149.07;298.14;220.00;749.94;1.33;671.57;1.49;
-3.50;-4.71;-199.29;-348.50;149.21;149.21;149359.21;44.76;149.21;298.42;210.00;749.94;1.33;671.57;1.49;
26.40;25.14;-199.14;-348.40;149.26;149.26;149409.26;44.78;149.26;298.52;210.00;740.76;1.35;671.57;1.49;
24.17;2.11;-199.11;-348.17;149.06;149.06;149209.06;44.72;149.06;298.12;210.00;740.76;1.35;685.58;1.46;
23.74;7.82;-198.82;-347.74;148.92;148.92;149068.92;44.68;148.92;297.84;210.00;740.76;1.35;671.44;1.49;
-7.38;7.53;-198.53;-347.62;149.09;149.09;149239.09;44.73;149.09;298.18;210.00;740.76;1.35;671.44;1.49;
0.42;24.37;-198.37;-347.42;149.05;149.05;149199.05;44.72;149.05;298.10;210.00;740.76;1.35;659.41;1.52;
-29.28;-5.49;-198.51;-347.72;149.21;149.21;149359.21;44.76;149.21;298.42;210.00;729.32;1.37;659.41;1.52;
-4.23;-5.28;-198.72;-347.77;149.05;149.05;149199.05;44.72;149.05;298.10;210.00;729.32;1.37;647.10;1.55;
5.90;4.83;-198.83;-347.90;149.07;149.07;149219.07;44.72;149.07;298.14;200.00;719.66;1.39;647.10;1.55;
5.93;4.84;-198.84;-347.93;149.09;149.09;149239.09;44.73;149.09;298.18;210.00;719.66;1.39;647.10;1.55;
-3.94;-4.84;-199.16;-348.06;148.90;148.90;149048.90;44.67;148.90;297.80;220.00;719.48;1.39;647.10;1.55;
-3.76;-4.52;-199.48;-348.24;148.76;148.76;148908.76;44.63;148.76;297.52;210.00;719.48;1.39;647.10;1.55;
-13.68;-19.25;-199.75;-348.32;148.57;148.57;148718.57;44.57;148.57;297.14;210.00;719.48;1.39;655.37;1.53;
-13.60;-6.11;-199.89;-348.40;148.51;148.51;148658.51;44.55;148.51;297.02;210.00;719.48;1.39;642.86;1.56;
-2.34;-6.02;-199.98;-348.66;148.68;148.68;148828.68;44.60;148.68;297.36;210.00;719.48;1.39;642.86;1.56;
7.72;3.87;-199.87;-348.72;148.85;148.85;148998.85;44.66;148.85;297.70;200.00;712.60;1.40;642.86;1.56;
7.78;3.76;-199.76;-348.78;149.02;149.02;149169.02;44.71;149.02;298.04;210.00;712.60;1.40;642.86;1.56;
-2.12;-5.94;-200.06;-348.88;148.82;148.82;148968.82;44.65;148.82;297.64;220.00;700.61;1.43;642.86;1.56;
-2.12;-5.74;-200.26;-348.88;148.62;148.62;148768.62;44.59;148.62;297.24;210.00;700.61;1.43;642.86;1.56;
27.58;24.16;-200.16;-348.58;148.42;148.42;148568.42;44.53;148.42;296.84;180.00;692.50;1.44;642.86;1.56;
26.93;23.41;-199.41;-347.93;148.52;148.52;148668.52;44.56;148.52;297.04;210.00;692.50;1.44;642.86;1.56;
-31.98;-16.59;-199.41;-348.02;148.61;148.61;148758.61;44.58;148.61;297.22;210.00;692.50;1.44;648.98;1.54;
-1.69;13.61;-199.61;-348.31;148.70;148.70;148848.70;44.61;148.70;297.40;180.00;684.35;1.46;648.98;1.54;
-1.40;13.61;-199.61;-348.60;148.99;148.99;149138.99;44.70;148.99;297.98;210.00;684.35;1.46;648.98;1.54;
35.23;25.49;-199.49;-348.23;148.74;148.74;148888.74;44.62;148.74;297.48;210.00;684.35;1.46;650.74;1.54;
5.06;-4.43;-199.57;-348.06;148.49;148.49;148638.49;44.55;148.49;296.98;210.00;680.56;1.47;650.74;1.54;
24.71;15.43;-199.43;-347.71;148.28;148.28;148428.28;44.48;148.28;296.56;190.00;675.71;1.48;650.74;1.54;
24.16;15.09;-199.09;-347.16;148.07;148.07;148218.07;44.42;148.07;296.14;210.00;675.71;1.48;650.74;1.54;
-33.81;-26.83;-199.17;-347.19;148.02;148.02;148168.02;44.41;148.02;296.04;210.00;675.71;1.48;648.31;1.54;
-34.01;-31.98;-199.02;-346.99;147.97;147.97;148117.97;44.39;147.97;295.94;210.00;675.71;1.48;637.78;1.57;
-4.01;-31.63;-199.37;-346.99;147.62;147.62;147767.62;44.29;147.62;295.24;210.00;675.71;1.48;637.78;1.57;
-4.01;2.38;-199.38;-346.99;147.61;147.61;147757.61;44.28;147.61;295.22;210.00;675.71;1.48;627.32;1.59;
-12.93;2.16;-199.16;-347.07;147.91;147.91;148057.91;44.37;147.91;295.82;210.00;675.71;1.48;627.32;1.59;
17.05;31.84;-198.84;-347.05;148.21;148.21;148358.21;44.46;148.21;296.42;210.00;668.11;1.50;627.32;1.59;
-12.62;2.01;-199.01;-347.38;148.37;148.37;148518.37;44.51;148.37;296.74;210.00;660.40;1.51;627.32;1.59;
17.21;-2.97;-199.03;-347.21;148.18;148.18;148328.18;44.45;148.18;296.36;210.00;660.40;1.51;629.10;1.59;
17.04;-6.91;-199.09;-347.04;147.95;147.95;148097.95;44.39;147.95;295.90;210.00;660.40;1.51;622.13;1.61;
-3.64;-6.63;-199.37;-347.36;147.99;147.99;148137.99;44.40;147.99;295.98;210.00;660.40;1.51;622.13;1.61;
6.28;3.25;-199.25;-347.28;148.03;148.03;148178.03;44.41;148.03;296.06;200.00;689.99;1.45;622.13;1.61;
6.30;3.23;-199.23;-347.30;148.07;148.07;148218.07;44.42;148.07;296.14;210.00;689.99;1.45;622.13;1.61;
6.12;-11.68;-199.32;-347.12;147.80;147.80;147947.80;44.34;147.80;295.60;210.00;689.99;1.45;640.96;1.56;
-28.02;-11.89;-199.11;-346.98;147.87;147.87;148017.87;44.36;147.87;295.74;210.00;689.99;1.45;640.96;1.56;
30.25;27.40;-198.40;-346.25;147.85;147.85;147997.85;44.36;147.85;295.70;210.00;689.99;1.45;631.14;1.58;
-0.33;-3.01;-197.99;-345.67;147.68;147.68;147827.68;44.30;147.68;295.36;210.00;682.95;1.46;631.14;1.58;
37.73;-16.58;-197.42;-344.73;147.31;147.31;147457.31;44.19;147.31;294.62;210.00;682.95;1.46;657.75;1.52;
37.49;5.33;-197.33;-344.49;147.16;147.16;147307.16;44.15;147.16;294.32;210.00;682.95;1.46;647.97;1.54;
-10.27;5.24;-197.24;-344.73;147.49;147.49;147637.49;44.25;147.49;294.98;210.00;682.95;1.46;647.97;1.54;
2.84;-32.89;-197.11;-344.84;147.73;147.73;147877.73;44.32;147.73;295.46;210.00;682.95;1.46;641.82;1.56;
13.02;-23.12;-196.88;-345.02;148.14;148.14;148288.14;44.44;148.14;296.28;200.00;718.99;1.39;641.82;1.56;
12.54;-23.18;-196.82;-344.54;147.72;147.72;147867.72;44.32;147.72;295.44;210.00;718.99;1.39;641.82;1.56;
5.33;8.64;-196.64;-344.33;147.69;147.69;147837.69;44.31;147.69;295.38;210.00;718.99;1.39;632.78;1.58;
-4.78;-1.51;-196.49;-344.22;147.73;147.73;147877.73;44.32;147.73;295.46;220.00;710.08;1.41;632.78;1.58;
-5.07;-1.66;-196.34;-343.93;147.59;147.59;147737.59;44.28;147.59;295.18;210.00;710.08;1.41;632.78;1.58;
14.44;18.10;-196.10;-343.44;147.34;147.34;147487.34;44.20;147.34;294.68;190.00;706.55;1.42;632.78;1.58;
14.08;17.86;-195.86;-343.08;147.22;147.22;147367.22;44.17;147.22;294.44;210.00;706.55;1.42;632.78;1.58;
-5.78;-1.88;-196.12;-343.22;147.10;147.10;147247.10;44.13;147.10;294.20;230.00;698.90;1.43;632.78;1.58;
-5.84;-1.82;-196.18;-343.16;146.98;146.98;147126.98;44.09;146.98;293.96;210.00;698.90;1.43;632.78;1.58;
37.66;-19.58;-196.42;-342.66;146.24;146.24;146386.24;43.87;146.24;292.48;210.00;698.90;1.43;651.88;1.53;
27.04;-29.51;-196.49;-342.04;145.55;145.55;145695.55;43.67;145.55;291.10;210.00;700.62;1.43;651.88;1.53;
7.81;-11.42;-196.58;-341.81;145.23;145.23;145375.23;43.57;145.23;290.46;210.00;700.62;1.43;642.75;1.56;
6.59;15.40;-196.40;-341.59;145.19;145.19;145335.19;43.56;145.19;290.38;210.00;700.62;1.43;634.00;1.58;
-14.95;-13.45;-196.55;-342.05;145.50;145.50;145645.50;43.65;145.50;291.00;210.00;700.62;1.43;625.55;1.60;
-4.79;-3.60;-196.40;-342.21;145.81;145.81;145955.81;43.74;145.81;291.62;210.00;693.87;1.44;625.55;1.60;
25.07;25.95;-195.95;-342.07;146.12;146.12;146266.12;43.84;146.12;292.24;210.00;690.15;1.45;625.55;1.60;
-4.92;-3.80;-196.20;-342.08;145.88;145.88;146025.88;43.76;145.88;291.76;240.00;683.77;1.46;625.55;1.60;
-4.91;-3.57;-196.43;-342.09;145.66;145.66;145805.66;43.70;145.66;291.32;210.00;683.77;1.46;625.55;1.60;
9.22;8.54;-196.54;-342.22;145.68;145.68;145825.68;43.70;145.68;291.36;210.00;683.77;1.46;642.91;1.56;
-7.78;-0.56;-196.44;-342.22;145.78;145.78;145925.78;43.73;145.78;291.56;210.00;683.77;1.46;634.55;1.58;
-16.59;-16.40;-196.60;-342.41;145.81;145.81;145955.81;43.74;145.81;291.62;210.00;683.77;1.46;668.70;1.50;
-1.55;-5.35;-196.65;-342.45;145.80;145.80;145945.80;43.74;145.80;291.60;210.00;683.77;1.46;660.21;1.51;
-1.29;-20.86;-197.14;-342.71;145.57;145.57;145715.57;43.67;145.57;291.14;210.00;683.77;1.46;669.67;1.49;
-10.24;-20.67;-197.33;-342.76;145.43;145.43;145575.43;43.63;145.43;290.86;210.00;683.77;1.46;669.67;1.49;
9.81;-0.48;-197.52;-342.81;145.29;145.29;145435.29;43.59;145.29;290.58;210.00;760.74;1.31;669.67;1.49;
-15.88;0.45;-197.45;-343.12;145.67;145.67;145815.67;43.70;145.67;291.34;210.00;760.74;1.31;669.88;1.49;
12.90;-4.57;-197.43;-342.90;145.47;145.47;145615.47;43.64;145.47;290.94;210.00;760.74;1.31;697.94;1.43;
12.93;50.85;-196.85;-342.93;146.08;146.08;146226.08;43.82;146.08;292.16;210.00;760.74;1.31;690.90;1.45;
32.81;50.46;-196.46;-342.81;146.35;146.35;146496.35;43.91;146.35;292.70;210.00;760.74;1.31;690.90;1.45;
12.69;30.07;-196.07;-342.69;146.62;146.62;146766.62;43.99;146.62;293.24;230.00;806.45;1.24;690.90;1.45;
12.77;29.88;-195.88;-342.77;146.89;146.89;147036.89;44.07;146.89;293.78;210.00;806.45;1.24;690.90;1.45;
-6.95;-1.00;-196.00;-343.05;147.05;147.05;147197.05;44.12;147.05;294.10;210.00;806.45;1.24;684.10;1.46;
-36.64;-30.56;-196.44;-343.36;146.92;146.92;147066.92;44.08;146.92;293.84;210.00;798.43;1.25;684.10;1.46;
-11.58;-29.37;-196.63;-343.42;146.79;146.79;146936.79;44.04;146.79;293.58;210.00;798.43;1.25;690.49;1.45;
7.94;-9.55;-196.45;-342.94;146.49;146.49;146636.49;43.95;146.49;292.98;210.00;802.03;1.25;690.49;1.45;
-12.04;-14.38;-196.62;-342.96;146.34;146.34;146486.34;43.90;146.34;292.68;210.00;802.03;1.25;682.48;1.47;
-1.71;-3.97;-197.03;-343.29;146.26;146.26;146406.26;43.88;146.26;292.52;210.00;793.92;1.26;682.48;1.47;
17.53;1.54;-197.54;-343.53;145.99;145.99;146135.99;43.80;145.99;291.98;210.00;793.92;1.26;681.20;1.47;
7.37;-8.35;-197.65;-343.37;145.72;145.72;145865.72;43.72;145.72;291.44;220.00;787.87;1.27;681.20;1.47;
7.21;-8.24;-197.76;-343.21;145.45;145.45;145595.45;43.64;145.45;290.90;210.00;787.87;1.27;681.20;1.47;
16.65;1.47;-197.47;-342.65;145.18;145.18;145325.18;43.55;145.18;290.36;200.00;780.94;1.28;681.20;1.47;
16.39;1.48;-197.48;-342.39;144.91;144.91;145054.91;43.47;144.91;289.82;210.00;780.94;1.28;681.20;1.47;
-10.60;4.46;-197.46;-342.40;144.94;144.94;145084.94;43.48;144.94;289.88;210.00;780.94;1.28;679.59;1.47;
9.41;24.44;-197.44;-342.41;144.97;144.97;145114.97;43.49;144.97;289.94;210.00;773.54;1.29;679.59;1.47;
14.37;-5.28;-197.72;-342.37;144.65;144.65;144794.65;43.40;144.65;289.30;210.00;773.54;1.29;693.62;1.44;
-6.70;-10.21;-197.79;-342.30;144.51;144.51;144654.51;43.35;144.51;289.02;210.00;773.54;1.29;686.37;1.46;
12.74;-5.40;-197.60;-341.74;144.14;144.14;144284.14;43.24;144.14;288.28;210.00;773.54;1.29;694.56;1.44;
2.58;-15.19;-197.81;-341.58;143.77;143.77;143913.77;43.13;143.77;287.54;210.00;808.71;1.24;694.56;1.44;
12.32;-4.90;-198.10;-341.32;143.22;143.22;143363.22;42.97;143.22;286.44;200.00;803.76;1.24;694.56;1.44;
12.39;-4.61;-198.39;-341.39;143.00;143.00;143143.00;42.90;143.00;286.00;210.00;803.76;1.24;694.56;1.44;
-11.50;-4.52;-198.48;-341.50;143.02;143.02;143163.02;42.91;143.02;286.04;210.00;803.76;1.24;693.42;1.44;
-21.39;-14.43;-198.57;-341.61;143.04;143.04;143183.04;42.91;143.04;286.08;210.00;797.20;1.25;693.42;1.44;
30.20;8.43;-198.43;-341.20;142.77;142.77;142912.77;42.83;142.77;285.54;210.00;797.20;1.25;688.88;1.45;
0.39;-21.11;-198.89;-341.39;142.50;142.50;142642.50;42.75;142.50;285.00;210.00;790.18;1.27;688.88;1.45;
20.36;-1.08;-198.92;-341.36;142.44;142.44;142582.44;42.73;142.44;284.88;190.00;801.15;1.25;688.88;1.45;
20.33;-0.99;-199.01;-341.33;142.32;142.32;142462.32;42.70;142.32;284.64;210.00;801.15;1.25;688.88;1.45;
19.99;-52.38;-199.62;-340.99;141.37;141.37;141511.37;42.41;141.37;282.74;210.00;801.15;1.25;703.19;1.42;
-53.53;-51.60;-200.40;-341.47;141.07;141.07;141211.07;42.32;141.07;282.14;210.00;801.15;1.25;703.19;1.42;
6.05;8.28;-200.28;-341.05;140.77;140.77;140910.77;42.23;140.77;281.54;150.00;795.05;1.26;703.19;1.42;
5.88;8.16;-200.16;-340.88;140.72;140.72;140860.72;42.22;140.72;281.44;210.00;795.05;1.26;703.19;1.42;
-23.89;-21.56;-200.44;-341.11;140.67;140.67;140810.67;42.20;140.67;281.34;210.00;792.24;1.26;703.19;1.42;
