LocalTime;FastTime;FastBid;FastAsk;SlowBid;SlowAsk;GapLong;GapShort;dTFast;tpsFast;dTSlow;tpsSlow;
06:53:55.519709;08:53:55.519709;16024.00;16026.20;16025.89;16027.22;5.95;-2.29;834.93;1.20;1102.16;0.91;
06:53:55.520707;08:53:55.519709;16024.00;16026.30;16025.89;16027.22;5.81;-2.24;834.93;1.20;1102.16;0.91;
06:53:55.573675;08:53:55.519709;16024.00;16026.30;16025.99;16027.62;-33.40;-11.95;834.93;1.20;1410.65;0.71;
06:53:55.824519;08:53:55.519709;16024.00;16026.30;16025.88;16027.62;-32.64;-0.93;834.93;1.20;1321.43;0.76;
06:53:55.825520;08:53:55.519709;16024.00;16026.30;16025.88;16027.47;-17.24;-0.91;834.93;1.20;1321.43;0.76;
06:53:55.830516;08:53:55.830516;16024.20;16026.50;16025.88;16027.47;2.70;18.67;812.14;1.23;1321.43;0.76;
06:53:55.924462;08:53:55.830516;16024.20;16026.50;16025.85;16027.26;23.19;21.21;812.14;1.23;1234.11;0.81;
06:53:56.142323;08:53:56.142323;16023.90;16026.20;16025.85;16027.26;-6.67;-8.60;791.29;1.26;1234.11;0.81;
06:53:57.670941;08:53:56.142323;16023.90;16026.20;16025.92;16027.44;-24.16;-15.29;791.29;1.26;1268.27;0.79;
06:53:57.764884;08:53:56.142323;16023.90;16026.20;16026.09;16027.52;-31.52;-31.64;791.29;1.26;1194.87;0.84;
06:53:57.852830;08:53:56.142323;16023.90;16026.20;16025.83;16027.28;-7.37;-5.53;791.29;1.26;1129.76;0.89;
06:53:57.956765;08:53:56.142323;16023.90;16026.20;16025.99;16027.62;-40.58;-21.12;791.29;1.26;1072.71;0.93;
06:53:58.034717;08:53:58.034717;16024.30;16026.60;16025.99;16027.62;-0.57;18.53;835.34;1.20;1072.71;0.93;
06:54:02.002590;08:54:02.002590;16024.00;16026.60;16025.99;16027.62;-30.00;-11.26;955.78;1.05;1072.71;0.93;
06:54:02.002590;08:54:02.002590;16024.00;16026.30;16025.99;16027.62;-29.45;-11.05;955.78;1.05;1072.71;0.93;
06:54:02.071548;08:54:02.002590;16024.00;16026.30;16026.01;16027.60;-26.96;-12.82;955.78;1.05;1232.72;0.81;
06:54:02.334900;08:54:02.334900;16024.20;16026.30;16026.01;16027.60;-6.84;7.05;932.69;1.07;1232.72;0.81;
06:54:02.335900;08:54:02.334900;16024.20;16026.50;16026.01;16027.60;-6.72;6.93;932.69;1.07;1232.72;0.81;
06:54:02.422846;08:54:02.334900;16024.20;16026.50;16026.34;16027.60;-6.61;-25.63;932.69;1.07;1188.70;0.84;
06:54:02.423845;08:54:02.334900;16024.20;16026.50;16026.34;16027.51;2.35;-25.20;932.69;1.07;1188.70;0.84;
06:54:02.512791;08:54:02.334900;16024.20;16026.50;16026.11;16027.49;4.28;-2.16;932.69;1.07;1136.37;0.88;
06:54:02.678687;08:54:02.677690;16024.30;16026.50;16026.11;16027.49;14.05;7.71;911.62;1.10;1136.37;0.88;
06:54:02.678687;08:54:02.677690;16024.30;16026.60;16026.11;16027.49;13.83;7.59;911.62;1.10;1136.37;0.88;
06:54:04.470527;08:54:04.470527;16024.40;16026.60;16026.11;16027.49;23.45;17.31;942.01;1.06;1136.37;0.88;
06:54:04.470527;08:54:04.470527;16024.40;16026.70;16026.11;16027.49;23.09;17.05;942.01;1.06;1136.37;0.88;
06:54:04.906849;08:54:04.906849;16024.00;16026.70;16026.11;16027.49;-16.65;-22.61;925.12;1.08;1136.37;0.88;
06:54:04.906849;08:54:04.906849;16024.00;16026.30;16026.11;16027.49;-16.40;-22.27;925.12;1.08;1136.37;0.88;
06:54:04.949823;08:54:04.906849;16024.00;16026.30;16025.93;16027.43;-10.25;-4.21;925.12;1.08;1195.50;0.84;
06:54:05.133723;08:54:04.906849;16024.00;16026.30;16025.74;16027.43;-10.10;14.58;925.12;1.08;1151.47;0.87;
06:54:05.133723;08:54:04.906849;16024.00;16026.30;16025.74;16027.36;-3.06;14.37;925.12;1.08;1151.47;0.87;
06:54:05.232666;08:54:05.232666;16024.20;16026.50;16025.74;16027.36;16.70;33.89;905.78;1.10;1151.47;0.87;
06:54:05.294629;08:54:05.232666;16024.20;16026.50;16026.02;16027.33;19.43;5.81;905.78;1.10;1110.20;0.90;
06:54:05.502981;08:54:05.502981;16024.00;16026.50;16026.02;16027.33;-0.56;-14.00;885.90;1.13;1110.20;0.90;
06:54:05.502981;08:54:05.502981;16024.00;16026.30;16026.02;16027.33;-0.55;-13.81;885.90;1.13;1110.20;0.90;
06:54:05.601921;08:54:05.502981;16024.00;16026.30;16025.84;16027.33;-0.55;4.13;885.90;1.13;1078.08;0.93;
06:54:05.602920;08:54:05.502981;16024.00;16026.30;16025.84;16027.27;5.38;4.08;885.90;1.13;1078.08;0.93;
06:54:05.887743;08:54:05.887743;16023.90;16026.30;16025.84;16027.27;-4.56;-5.84;870.71;1.15;1078.08;0.93;
06:54:05.888745;08:54:05.887743;16023.90;16026.20;16025.84;16027.27;-4.50;-5.77;870.71;1.15;1078.08;0.93;
06:54:07.174666;08:54:07.174666;16024.00;16026.30;16025.84;16027.27;5.43;4.18;882.95;1.13;1078.08;0.93;
06:54:07.310264;08:54:07.174666;16024.00;16026.30;16026.01;16027.34;-1.55;-12.66;882.95;1.13;1102.32;0.91;
06:54:07.407204;08:54:07.174666;16024.00;16026.30;16026.05;16027.55;-22.27;-16.46;882.95;1.13;1065.05;0.94;
06:54:07.490153;08:54:07.490153;16024.20;16026.30;16026.05;16027.55;-2.24;3.50;866.74;1.15;1065.05;0.94;
06:54:07.490153;08:54:07.490153;16024.20;16026.50;16026.05;16027.55;-2.22;3.46;866.74;1.15;1065.05;0.94;
06:54:12.488258;08:54:07.490153;16024.20;16026.50;16026.28;16027.55;-2.19;-19.31;866.74;1.15;1208.44;0.83;
06:54:12.488258;08:54:07.490153;16024.20;16026.50;16026.28;16027.57;-4.14;-19.08;866.74;1.15;1208.44;0.83;
06:54:12.543225;08:54:12.543225;16024.30;16026.60;16026.28;16027.57;5.79;-8.98;983.02;1.02;1208.44;0.83;
06:54:12.588198;08:54:12.543225;16024.30;16026.60;16026.32;16027.79;-16.02;-12.83;983.02;1.02;1170.22;0.85;
06:54:12.862349;08:54:12.862349;16024.50;16026.60;16026.32;16027.79;3.93;7.09;965.08;1.04;1170.22;0.85;
06:54:12.863341;08:54:12.862349;16024.50;16026.80;16026.32;16027.79;3.89;7.01;965.08;1.04;1170.22;0.85;
06:54:13.037234;08:54:12.862349;16024.50;16026.80;16026.13;16027.79;3.84;25.72;965.08;1.04;1146.18;0.87;
06:54:13.037234;08:54:12.862349;16024.50;16026.80;16026.13;16027.73;9.74;25.44;965.08;1.04;1146.18;0.87;
06:54:13.040233;08:54:12.862349;16024.50;16026.80;16026.08;16027.73;9.63;30.11;965.08;1.04;1109.30;0.90;
06:54:13.041232;08:54:12.862349;16024.50;16026.80;16026.08;16027.53;29.31;29.78;965.08;1.04;1109.30;0.90;
06:54:13.185147;08:54:13.184151;16024.20;16026.50;16026.08;16027.53;-0.68;-0.21;948.13;1.05;1109.30;0.90;
06:54:13.866037;08:54:13.184151;16024.20;16026.50;16026.09;16027.26;26.04;-1.20;948.13;1.05;1100.44;0.91;
06:54:13.926996;08:54:13.926996;16024.10;16026.40;16026.09;16027.26;15.88;-11.08;942.86;1.06;1100.44;0.91;
06:54:14.011947;08:54:13.926996;16024.10;16026.40;16026.05;16027.26;15.71;-7.01;942.86;1.06;1071.33;0.93;
06:54:14.012944;08:54:13.926996;16024.10;16026.40;16026.05;16027.56;-14.14;-6.94;942.86;1.06;1071.33;0.93;
06:54:14.277779;08:54:14.277779;16024.20;16026.40;16026.05;16027.56;-4.10;3.03;928.04;1.08;1071.33;0.93;
06:54:14.277779;08:54:14.277779;16024.20;16026.50;16026.05;16027.56;-4.06;3.00;928.04;1.08;1071.33;0.93;
06:54:15.137113;08:54:14.277779;16024.20;16026.50;16026.27;16027.56;-3.89;-18.80;928.04;1.08;1073.09;0.93;
06:54:15.138114;08:54:14.277779;16024.20;16026.50;16026.27;16027.58;-5.87;-18.47;928.04;1.08;1073.09;0.93;
06:54:15.200075;08:54:15.200075;16024.30;16026.50;16026.27;16027.58;3.95;-8.34;927.90;1.08;1073.09;0.93;
06:54:15.201074;08:54:15.200075;16024.30;16026.60;16026.27;16027.58;4.20;-8.40;927.90;1.08;1073.09;0.93;
06:54:15.819350;08:54:15.819350;16024.20;16026.60;16026.27;16027.58;-5.20;-18.11;920.55;1.09;1073.09;0.93;
06:54:15.822349;08:54:15.819350;16024.20;16026.50;16026.05;16027.55;-1.83;3.76;920.55;1.09;1061.96;0.94;
06:54:16.846284;08:54:16.846284;16024.40;16026.50;16026.05;16027.55;18.28;23.74;923.02;1.08;1061.96;0.94;
06:54:16.847285;08:54:16.846284;16024.40;16026.70;16026.05;16027.55;18.19;23.52;923.02;1.08;1061.96;0.94;
06:54:16.910246;08:54:16.846284;16024.40;16026.70;16026.38;16027.73;0.28;-9.54;923.02;1.08;1062.73;0.94;
06:54:19.115797;08:54:19.115797;16024.20;16026.50;16026.38;16027.73;-19.50;-29.40;953.62;1.05;1062.73;0.94;
06:54:19.393264;08:54:19.393264;16024.40;16026.50;16026.38;16027.73;0.47;-9.17;938.60;1.07;1062.73;0.94;
06:54:19.394264;08:54:19.393264;16024.40;16026.70;16026.38;16027.73;0.54;-8.84;938.60;1.07;1062.73;0.94;
06:54:21.035267;08:54:21.035267;16024.50;16026.80;16026.38;16027.73;10.41;1.29;953.89;1.05;1062.73;0.94;
06:54:27.762195;08:54:21.035267;16024.50;16026.80;16026.27;16027.84;-0.61;12.31;953.89;1.05;1327.30;0.75;
06:54:30.503283;08:54:21.035267;16024.50;16026.80;16026.40;16027.95;-11.62;-0.64;953.89;1.05;1364.51;0.73;
06:54:30.544259;08:54:30.544259;16024.70;16027.00;16026.40;16027.95;8.17;19.21;1135.91;0.88;1364.51;0.73;
06:54:30.640200;08:54:30.544259;16024.70;16027.00;16026.24;16027.86;16.97;35.00;1135.91;0.88;1333.03;0.75;
06:54:30.830082;08:54:30.830082;16024.50;16026.80;16026.24;16027.86;-3.13;14.89;1118.20;0.89;1333.03;0.75;
06:54:31.443844;08:54:30.830082;16024.50;16026.80;16026.33;16027.86;-3.23;5.87;1118.20;0.89;1319.80;0.76;
06:54:31.443844;08:54:30.830082;16024.50;16026.80;16026.33;16027.53;29.44;5.95;1118.20;0.89;1319.80;0.76;
06:54:31.511806;08:54:31.511806;16024.40;16026.70;16026.33;16027.53;19.26;-4.16;1109.30;0.90;1319.80;0.76;
06:54:31.957528;08:54:31.945536;16024.50;16026.80;16026.31;16027.79;3.27;7.83;1095.78;0.91;1299.82;0.77;
06:54:35.048242;08:54:35.048242;16024.60;16026.80;16026.31;16027.79;13.08;17.62;1135.14;0.88;1299.82;0.77;
06:54:35.049241;08:54:35.048242;16024.60;16026.90;16026.31;16027.79;12.89;17.41;1135.14;0.88;1299.82;0.77;
06:54:35.395212;08:54:35.395212;16024.50;16026.80;16026.31;16027.79;2.90;7.40;1119.98;0.89;1299.82;0.77;
06:54:36.523029;08:54:35.395212;16024.50;16026.80;16026.83;16027.52;29.64;-44.09;1119.98;0.89;1377.88;0.73;
06:54:36.563006;08:54:36.552011;16024.70;16027.00;16026.83;16027.52;49.28;-23.68;1120.67;0.89;1377.88;0.73;
06:54:36.599016;08:54:36.552011;16024.70;16027.00;16026.62;16027.98;3.09;-2.69;1120.67;0.89;1347.61;0.74;
06:54:36.897374;08:54:36.552011;16024.70;16027.00;16026.85;16028.00;1.22;-25.17;1120.67;0.89;1323.74;0.76;
06:54:36.979325;08:54:36.976325;16024.90;16027.20;16026.85;16028.00;21.38;-4.84;1107.78;0.90;1323.74;0.76;
06:54:37.071267;08:54:36.976325;16024.90;16027.20;16026.73;16028.38;-16.48;6.97;1107.78;0.90;1298.05;0.77;
06:54:38.763205;08:54:38.763205;16025.00;16027.30;16026.73;16028.38;-6.44;16.68;1120.13;0.89;1298.05;0.77;
06:54:38.837675;08:54:38.763205;16025.00;16027.30;16026.49;16028.12;19.46;40.28;1120.13;0.89;1308.32;0.76;
06:54:38.921136;08:54:38.763205;16025.00;16027.30;16026.93;16028.17;14.11;-3.98;1120.13;0.89;1282.26;0.78;
06:54:39.030069;08:54:38.763205;16025.00;16027.30;16027.07;16028.17;14.06;-17.80;1120.13;0.89;1257.82;0.80;
06:54:39.031068;08:54:38.763205;16025.00;16027.30;16027.07;16028.29;2.13;-17.62;1120.13;0.89;1257.82;0.80;
06:54:39.081036;08:54:39.081036;16024.70;16027.30;16027.07;16028.29;-27.60;-47.24;1105.80;0.90;1257.82;0.80;
06:54:39.082037;08:54:39.081036;16024.70;16027.00;16027.07;16028.29;-27.23;-46.76;1105.80;0.90;1257.82;0.80;
06:54:39.503273;08:54:39.503273;16025.20;16027.00;16027.07;16028.29;22.54;3.12;1093.81;0.91;1257.82;0.80;
06:54:39.504274;08:54:39.503273;16025.20;16027.50;16027.07;16028.29;22.31;3.00;1093.81;0.91;1257.82;0.80;
06:54:39.594218;08:54:39.503273;16025.20;16027.50;16027.13;16028.48;3.37;-2.96;1093.81;0.91;1243.66;0.80;
06:54:40.419723;08:54:39.503273;16025.20;16027.50;16026.76;16028.34;17.29;33.71;1093.81;0.91;1235.30;0.81;
06:54:40.545646;08:54:40.545646;16025.20;16027.40;16026.54;16028.06;44.53;55.06;1092.92;0.91;1213.54;0.82;
06:54:40.893431;08:54:40.892431;16024.70;16027.40;16026.54;16028.06;-5.73;5.02;1080.27;0.93;1213.54;0.82;
06:54:40.893431;08:54:40.892431;16024.70;16027.00;16026.54;16028.06;-5.84;4.98;1080.27;0.93;1213.54;0.82;
06:54:40.914419;08:54:40.892431;16024.70;16027.00;16026.40;16027.96;4.15;19.00;1080.27;0.93;1197.28;0.84;
06:54:41.011358;08:54:40.892431;16024.70;16027.00;16026.58;16028.02;-1.59;1.23;1080.27;0.93;1176.54;0.85;
06:54:41.104301;08:54:41.104301;16024.50;16027.00;16026.58;16028.02;-21.43;-18.64;1065.77;0.94;1176.54;0.85;
06:54:41.105301;08:54:41.104301;16024.50;16026.80;16026.58;16028.02;-21.45;-18.58;1065.77;0.94;1176.54;0.85;
06:54:44.394237;08:54:44.394237;16024.70;16026.80;16026.58;16028.02;-1.75;1.11;1102.23;0.91;1176.54;0.85;
06:54:44.394237;08:54:44.394237;16024.70;16027.00;16026.58;16028.02;-1.81;1.06;1102.23;0.91;1176.54;0.85;
06:54:44.540246;08:54:44.394237;16024.70;16027.00;16026.38;16028.02;-2.21;20.65;1102.23;0.91;1220.10;0.82;
06:54:44.541245;08:54:44.394237;16024.70;16027.00;16026.38;16027.98;1.75;20.64;1102.23;0.91;1220.10;0.82;
06:54:44.867045;08:54:44.867045;16024.60;16026.90;16026.38;16027.98;-8.49;10.43;1092.08;0.92;1220.10;0.82;
06:54:44.933003;08:54:44.867045;16024.60;16026.90;16026.30;16027.81;8.10;18.14;1092.08;0.92;1205.06;0.83;
06:54:45.172857;08:54:45.172857;16024.50;16026.80;16026.30;16027.81;-2.19;7.93;1079.60;0.93;1205.06;0.83;
06:54:52.172401;08:54:52.172401;16024.40;16026.80;16026.30;16027.81;-12.18;-1.98;1172.09;0.85;1205.06;0.83;
06:54:52.173401;08:54:52.172401;16024.40;16026.70;16026.30;16027.81;-12.17;-1.89;1172.09;0.85;1205.06;0.83;
06:54:57.166068;08:54:52.172401;16024.40;16026.70;16026.27;16027.84;-15.13;0.84;1172.09;0.85;1401.98;0.71;
06:54:57.185058;08:54:52.172401;16024.40;16026.70;16026.32;16027.79;-10.05;-4.38;1172.09;0.85;1377.72;0.73;
06:54:57.235025;08:54:57.235025;16024.50;16026.80;16026.32;16027.79;-0.05;5.53;1231.95;0.81;1377.72;0.73;
06:54:57.870800;08:54:57.870800;16024.50;16026.60;16026.32;16027.79;0.05;5.54;1222.92;0.82;1377.72;0.73;
06:54:57.926767;08:54:57.870800;16024.50;16026.60;16025.57;16027.03;75.39;79.80;1222.92;0.82;1366.76;0.73;
06:54:58.174141;08:54:58.174141;16023.70;16026.60;16025.57;16027.03;-4.37;-0.04;1209.19;0.83;1366.76;0.73;
06:54:58.175140;08:54:58.174141;16023.70;16026.00;16025.57;16027.03;-4.13;0.12;1209.19;0.83;1366.76;0.73;
06:54:58.665110;08:54:58.174141;16023.70;16026.00;16025.54;16026.81;17.49;2.85;1209.19;0.83;1356.09;0.74;
06:54:58.722076;08:54:58.722076;16023.50;16025.80;16025.54;16026.81;-2.69;-17.22;1199.47;0.83;1356.09;0.74;
06:54:58.775042;08:54:58.722076;16023.50;16025.80;16025.49;16027.12;-33.50;-12.16;1199.47;0.83;1335.34;0.75;
06:54:59.037124;08:54:59.037124;16023.90;16025.80;16025.49;16027.12;6.29;27.69;1186.65;0.84;1335.34;0.75;
06:54:59.038122;08:54:59.037124;16023.90;16026.20;16025.49;16027.12;6.15;27.54;1186.65;0.84;1335.34;0.75;
06:54:59.085094;08:54:59.037124;16023.90;16026.20;16025.75;16027.11;7.20;1.85;1186.65;0.84;1318.53;0.76;
06:54:59.877133;08:54:59.037124;16023.90;16026.20;16025.67;16026.93;25.10;9.80;1186.65;0.84;1310.04;0.76;
06:54:59.897121;08:54:59.897121;16023.80;16026.20;16025.67;16026.93;14.90;-0.35;1181.97;0.85;1310.04;0.76;
06:54:59.897121;08:54:59.897121;16023.80;16026.10;16025.67;16026.93;14.70;-0.50;1181.97;0.85;1310.04;0.76;
06:54:59.978072;08:54:59.897121;16023.80;16026.10;16025.79;16027.31;-23.12;-12.35;1181.97;0.85;1290.83;0.77;
06:55:00.249039;08:55:00.249039;16024.00;16026.10;16025.79;16027.31;-3.08;7.60;1170.28;0.85;1290.83;0.77;
06:55:00.250041;08:55:00.249039;16024.00;16026.30;16025.79;16027.31;-3.14;7.45;1170.28;0.85;1290.83;0.77;
06:55:00.361975;08:55:00.249039;16024.00;16026.30;16026.02;16027.33;-5.18;-15.47;1170.28;0.85;1276.67;0.78;
06:55:00.596056;08:55:00.596056;16023.90;16026.30;16026.02;16027.33;-15.02;-25.19;1158.84;0.86;1276.67;0.78;
06:55:00.597056;08:55:00.596056;16023.90;16026.20;16026.02;16027.33;-14.93;-25.08;1158.84;0.86;1276.67;0.78;
06:55:00.667012;08:55:00.596056;16023.90;16026.20;16025.84;16027.27;-9.11;-7.19;1158.84;0.86;1261.72;0.79;
06:55:00.926447;08:55:00.926447;16024.00;16026.30;16025.84;16027.27;0.81;2.80;1147.49;0.87;1261.72;0.79;
06:55:05.261016;08:55:00.926447;16024.00;16026.30;16026.15;16027.27;0.73;-27.90;1147.49;0.87;1312.20;0.76;
06:55:05.261016;08:55:00.926447;16024.00;16026.30;16026.15;16027.20;7.58;-27.83;1147.49;0.87;1312.20;0.76;
06:55:06.898082;08:55:00.926447;16024.00;16026.30;16025.91;16027.20;7.41;-4.00;1147.49;0.87;1317.03;0.76;
06:55:06.938059;08:55:06.938059;16023.90;16026.20;16025.91;16027.20;-2.56;-13.97;1213.23;0.82;1317.03;0.76;
06:55:08.867197;08:55:06.938059;16023.90;16026.20;16025.58;16027.27;-9.68;18.69;1213.23;0.82;1326.62;0.75;
06:55:08.868197;08:55:06.938059;16023.90;16026.20;16025.67;16026.94;23.07;9.64;1213.23;0.82;1307.40;0.76;
06:55:08.941151;08:55:08.941151;16023.70;16026.20;16025.67;16026.94;3.02;-10.21;1223.74;0.82;1307.40;0.76;
06:55:08.941151;08:55:08.941151;16023.70;16026.00;16025.67;16026.94;2.97;-9.87;1223.74;0.82;1307.40;0.76;
06:55:08.966136;08:55:08.941151;16023.70;16026.00;16025.26;16026.84;12.88;31.06;1223.74;0.82;1290.12;0.78;
06:55:09.236117;08:55:09.236117;16023.40;16025.70;16025.26;16026.84;-16.91;1.34;1211.51;0.83;1290.12;0.78;
06:55:09.562922;08:55:09.562922;16023.50;16025.80;16025.26;16026.84;-6.60;11.52;1200.02;0.83;1290.12;0.78;
06:55:09.736815;08:55:09.562922;16023.50;16025.80;16024.98;16026.84;-6.59;39.12;1200.02;0.83;1282.80;0.78;
06:55:09.737815;08:55:09.562922;16023.50;16025.80;16024.98;16026.63;14.48;38.71;1200.02;0.83;1282.80;0.78;
06:55:09.908709;08:55:09.908709;16023.20;16025.80;16024.98;16026.63;-15.25;8.50;1189.07;0.84;1282.80;0.78;
06:55:09.909711;08:55:09.908709;16023.20;16025.50;16024.98;16026.63;-14.98;8.33;1189.07;0.84;1282.80;0.78;
06:55:10.212800;08:55:10.212800;16023.00;16025.30;16024.98;16026.63;-34.81;-11.64;1177.87;0.85;1282.80;0.78;
06:55:12.209754;08:55:10.212800;16023.00;16025.30;16025.40;16026.45;-16.72;-53.09;1177.87;0.85;1299.33;0.77;
06:55:12.313822;08:55:10.212800;16023.00;16025.30;16025.04;16026.45;-16.63;-16.90;1177.87;0.85;1282.93;0.78;
06:55:12.314823;08:55:10.212800;16023.00;16025.30;16025.04;16026.57;-28.42;-16.93;1177.87;0.85;1282.93;0.78;
06:55:15.953636;08:55:15.953636;16023.30;16025.30;16025.04;16026.57;1.47;12.74;1234.90;0.81;1282.93;0.78;
06:55:15.954637;08:55:15.953636;16023.30;16025.60;16025.04;16026.57;1.46;12.51;1234.90;0.81;1282.93;0.78;
06:55:15.981620;08:55:15.953636;16023.30;16025.60;16025.33;16026.53;5.41;-16.43;1234.90;0.81;1315.14;0.76;
06:55:16.218476;08:55:15.953636;16023.30;16025.60;16025.01;16026.53;5.26;15.21;1234.90;0.81;1300.78;0.77;
06:55:16.219474;08:55:15.953636;16023.30;16025.60;16025.01;16026.59;-0.80;15.07;1234.90;0.81;1300.78;0.77;
06:55:16.252453;08:55:16.252453;16023.20;16025.60;16025.01;16026.59;-10.56;5.23;1223.35;0.82;1300.78;0.77;
06:55:16.253453;08:55:16.252453;16023.20;16025.50;16025.01;16026.59;-10.32;5.39;1223.35;0.82;1300.78;0.77;
06:55:16.658113;08:55:16.252453;16023.20;16025.50;16025.24;16026.62;-13.23;-17.55;1223.35;0.82;1289.45;0.78;
06:55:16.714076;08:55:16.713076;16023.40;16025.50;16025.24;16026.62;6.46;2.11;1214.05;0.82;1289.45;0.78;
06:55:16.714076;08:55:16.713076;16023.40;16025.70;16025.24;16026.62;6.35;1.97;1214.05;0.82;1289.45;0.78;
