GapBuy;GapSell;AvBid;AvAsk;Spread;SpreadK;MinLev;MinLevClose;FixTp;FixSl;FastSpread;dTFast;tpsFast;dTSlow;tpsSlow;
-9.33;-7.17;-184.83;-328.67;143.83;143.83;143977.17;43.15;143.83;287.67;230.00;767.07;1.30;926.31;1.08;
0.64;2.72;-184.72;-328.64;143.92;143.92;144063.92;43.18;143.92;287.84;220.00;736.67;1.36;926.31;1.08;
0.62;2.62;-184.62;-328.62;144.00;144.00;144144.00;43.20;144.00;288.00;230.00;736.67;1.36;926.31;1.08;
10.22;12.15;-184.15;-328.22;144.07;144.07;144218.15;43.22;144.07;288.15;230.00;734.83;1.36;926.31;1.08;
-18.11;-8.54;-184.46;-328.89;144.43;144.43;144573.00;43.33;144.43;288.86;230.00;734.83;1.36;986.22;1.01;
11.48;20.72;-183.72;-328.48;144.76;144.76;144903.38;43.43;144.76;289.52;230.00;706.83;1.41;986.22;1.01;
33.33;21.00;-183.00;-327.33;144.33;144.33;144477.67;43.30;144.33;288.67;230.00;706.83;1.41;1203.98;0.83;
-6.45;-18.39;-183.61;-327.55;143.94;143.94;144079.42;43.18;143.94;287.87;270.00;847.46;1.18;1203.98;0.83;
-6.25;-17.81;-184.19;-327.75;143.56;143.56;143706.06;43.07;143.56;287.13;230.00;847.46;1.18;1203.98;0.83;
5.58;-4.67;-184.33;-327.58;143.24;143.24;143385.67;42.97;143.24;286.48;230.00;847.46;1.18;1102.16;0.91;
-23.71;-33.65;-185.35;-328.29;142.94;142.94;143084.12;42.88;142.94;285.88;230.00;815.75;1.23;1102.16;0.91;
6.11;-3.54;-185.46;-328.11;142.66;142.66;142799.80;42.80;142.66;285.31;200.00;789.42;1.27;1102.16;0.91;
5.94;-3.44;-185.56;-327.94;142.39;142.39;142531.28;42.72;142.39;284.78;230.00;789.42;1.27;1102.16;0.91;
-3.95;-13.08;-185.92;-328.05;142.14;142.14;142277.27;42.64;142.14;284.27;230.00;824.43;1.21;1102.16;0.91;
5.89;-3.00;-186.00;-327.89;141.89;141.89;142036.63;42.57;141.89;283.79;230.00;820.20;1.22;1102.16;0.91;
-4.00;-12.67;-186.33;-328.00;141.67;141.67;141808.33;42.50;141.67;283.33;240.00;832.15;1.20;1102.16;0.91;
-3.90;-12.35;-186.65;-328.10;141.45;141.45;141591.45;42.44;141.45;282.90;230.00;832.15;1.20;1102.16;0.91;
5.95;-2.29;-186.71;-327.95;141.24;141.24;141385.15;42.37;141.24;282.49;220.00;834.93;1.20;1102.16;0.91;
5.81;-2.24;-186.76;-327.81;141.05;141.05;141188.67;42.31;141.05;282.10;230.00;834.93;1.20;1102.16;0.91;
-33.40;-11.95;-187.05;-328.60;141.56;141.56;141699.70;42.47;141.56;283.12;230.00;834.93;1.20;1410.65;0.71;
-32.64;-0.93;-187.07;-329.36;142.30;142.30;142437.75;42.69;142.30;284.59;230.00;834.93;1.20;1321.43;0.76;
-17.24;-0.91;-187.09;-329.76;142.67;142.67;142809.33;42.80;142.67;285.33;230.00;834.93;1.20;1321.43;0.76;
2.70;18.67;-186.67;-329.70;143.02;143.02;143164.76;42.91;143.02;286.04;230.00;812.14;1.23;1321.43;0.76;
23.19;21.21;-186.21;-329.19;142.98;142.98;143121.70;42.89;142.98;285.96;230.00;812.14;1.23;1234.11;0.81;
-6.67;-8.60;-186.40;-329.33;142.94;142.94;143080.44;42.88;142.94;285.88;230.00;791.29;1.26;1234.11;0.81;
-24.16;-15.29;-186.71;-329.84;143.12;143.12;143265.57;42.94;143.12;286.24;230.00;791.29;1.26;1268.27;0.79;
-31.52;-31.64;-187.36;-330.48;143.12;143.12;143263.12;42.94;143.12;286.24;230.00;791.29;1.26;1194.87;0.84;
-7.37;-5.53;-187.47;-330.63;143.16;143.16;143300.02;42.95;143.16;286.31;230.00;791.29;1.26;1129.76;0.89;
-40.58;-21.12;-187.88;-331.42;143.54;143.54;143682.00;43.06;143.54;287.08;230.00;791.29;1.26;1072.71;0.93;
-0.57;18.53;-187.53;-331.43;143.91;143.91;144049.57;43.17;143.91;287.81;230.00;835.34;1.20;1072.71;0.93;
-30.00;-11.26;-187.74;-332.00;144.26;144.26;144403.52;43.28;144.26;288.52;260.00;955.78;1.05;1072.71;0.93;
-29.45;-11.05;-187.95;-332.55;144.60;144.60;144744.60;43.38;144.60;289.20;230.00;955.78;1.05;1072.71;0.93;
-26.96;-12.82;-188.18;-333.04;144.86;144.86;145002.00;43.46;144.86;289.71;230.00;955.78;1.05;1232.72;0.81;
-6.84;7.05;-188.05;-333.16;145.11;145.11;145250.37;43.53;145.11;290.21;210.00;932.69;1.07;1232.72;0.81;
-6.72;6.93;-187.93;-333.28;145.34;145.34;145490.17;43.60;145.34;290.69;230.00;932.69;1.07;1232.72;0.81;
-6.61;-25.63;-188.37;-333.39;145.02;145.02;145161.97;43.51;145.02;290.03;230.00;932.69;1.07;1188.70;0.84;
2.35;-25.20;-188.80;-333.35;144.55;144.55;144694.55;43.37;144.55;289.10;230.00;932.69;1.07;1188.70;0.84;
4.28;-2.16;-188.84;-333.28;144.44;144.44;144587.07;43.33;144.44;288.89;230.00;932.69;1.07;1136.37;0.88;
14.05;7.71;-188.71;-333.05;144.34;144.34;144483.05;43.30;144.34;288.68;220.00;911.62;1.10;1136.37;0.88;
13.83;7.59;-188.59;-332.83;144.24;144.24;144382.33;43.27;144.24;288.48;230.00;911.62;1.10;1136.37;0.88;
23.45;17.31;-188.31;-332.45;144.14;144.14;144284.77;43.24;144.14;288.28;220.00;942.01;1.06;1136.37;0.88;
23.09;17.05;-188.05;-332.09;144.05;144.05;144190.20;43.21;144.05;288.09;230.00;942.01;1.06;1136.37;0.88;
-16.65;-22.61;-188.39;-332.35;143.95;143.95;144098.50;43.19;143.95;287.91;270.00;925.12;1.08;1136.37;0.88;
-16.40;-22.27;-188.73;-332.60;143.87;143.87;144009.54;43.16;143.87;287.73;230.00;925.12;1.08;1136.37;0.88;
-10.25;-4.21;-188.79;-332.75;143.96;143.96;144099.84;43.19;143.96;287.91;230.00;925.12;1.08;1195.50;0.84;
-10.10;14.58;-188.58;-332.90;144.32;144.32;144463.16;43.30;144.32;288.64;230.00;925.12;1.08;1151.47;0.87;
-3.06;14.37;-188.37;-332.94;144.57;144.57;144716.00;43.37;144.57;289.14;230.00;925.12;1.08;1151.47;0.87;
16.70;33.89;-187.89;-332.70;144.82;144.82;144961.72;43.45;144.82;289.63;230.00;905.78;1.10;1151.47;0.87;
19.43;5.81;-187.81;-332.43;144.63;144.63;144769.63;43.39;144.63;289.25;230.00;905.78;1.10;1110.20;0.90;
-0.56;-14.00;-188.00;-332.44;144.44;144.44;144582.79;43.33;144.44;288.88;250.00;885.90;1.13;1110.20;0.90;
-0.55;-13.81;-188.19;-332.45;144.26;144.26;144401.01;43.28;144.26;288.51;230.00;885.90;1.13;1110.20;0.90;
-0.55;4.13;-188.13;-332.45;144.32;144.32;144464.32;43.30;144.32;288.64;230.00;885.90;1.13;1078.08;0.93;
5.38;4.08;-188.08;-332.38;144.30;144.30;144446.93;43.29;144.30;288.61;230.00;885.90;1.13;1078.08;0.93;
-4.56;-5.84;-188.16;-332.44;144.29;144.29;144430.00;43.29;144.29;288.57;240.00;870.71;1.15;1078.08;0.93;
-4.50;-5.77;-188.23;-332.50;144.27;144.27;144413.50;43.28;144.27;288.54;230.00;870.71;1.15;1078.08;0.93;
5.43;4.18;-188.18;-332.43;144.25;144.25;144397.42;43.28;144.25;288.51;230.00;882.95;1.13;1078.08;0.93;
-1.55;-12.66;-188.34;-332.45;144.11;144.11;144256.61;43.23;144.11;288.23;230.00;882.95;1.13;1102.32;0.91;
-22.27;-16.46;-188.54;-332.73;144.19;144.19;144329.37;43.26;144.19;288.37;230.00;882.95;1.13;1065.05;0.94;
-2.24;3.50;-188.50;-332.76;144.26;144.26;144400.35;43.28;144.26;288.51;210.00;866.74;1.15;1065.05;0.94;
-2.22;3.46;-188.46;-332.78;144.33;144.33;144469.63;43.30;144.33;288.65;230.00;866.74;1.15;1065.05;0.94;
-2.19;-19.31;-188.69;-332.81;144.12;144.12;144263.17;43.24;144.12;288.24;230.00;866.74;1.15;1208.44;0.83;
-4.14;-19.08;-188.92;-332.86;143.94;143.94;144085.12;43.18;143.94;287.88;230.00;866.74;1.15;1208.44;0.83;
5.79;-8.98;-189.02;-332.79;143.77;143.77;143911.21;43.13;143.77;287.53;230.00;983.02;1.02;1208.44;0.83;
-16.02;-12.83;-189.17;-332.98;143.80;143.80;143948.40;43.14;143.80;287.61;230.00;983.02;1.02;1170.22;0.85;
3.93;7.09;-189.09;-332.93;143.84;143.84;143984.75;43.15;143.84;287.68;210.00;965.08;1.04;1170.22;0.85;
3.89;7.01;-189.01;-332.89;143.88;143.88;144020.28;43.16;143.88;287.75;230.00;965.08;1.04;1170.22;0.85;
3.84;25.72;-188.72;-332.84;144.12;144.12;144266.34;43.24;144.12;288.24;230.00;965.08;1.04;1146.18;0.87;
9.74;25.44;-188.44;-332.74;144.30;144.30;144441.00;43.29;144.30;288.59;230.00;965.08;1.04;1146.18;0.87;
9.63;30.11;-188.11;-332.63;144.52;144.52;144666.26;43.36;144.52;289.04;230.00;965.08;1.04;1109.30;0.90;
29.31;29.78;-187.78;-332.31;144.53;144.53;144671.41;43.36;144.53;289.05;230.00;965.08;1.04;1109.30;0.90;
-0.68;-0.21;-187.79;-332.32;144.53;144.53;144676.45;43.36;144.53;289.06;230.00;948.13;1.05;1109.30;0.90;
26.04;-1.20;-187.80;-332.04;144.24;144.24;144386.35;43.27;144.24;288.48;230.00;948.13;1.05;1100.44;0.91;
15.88;-11.08;-187.92;-331.88;143.96;143.96;144102.29;43.19;143.96;287.92;230.00;942.86;1.06;1100.44;0.91;
15.71;-7.01;-187.99;-331.71;143.72;143.72;143865.37;43.12;143.72;287.44;230.00;942.86;1.06;1071.33;0.93;
-14.14;-6.94;-188.06;-331.86;143.80;143.80;143939.71;43.14;143.80;287.59;230.00;942.86;1.06;1071.33;0.93;
-4.10;3.03;-188.03;-331.90;143.87;143.87;144012.56;43.16;143.87;287.74;220.00;928.04;1.08;1071.33;0.93;
-4.06;3.00;-188.00;-331.94;143.94;143.94;144083.94;43.18;143.94;287.88;230.00;928.04;1.08;1071.33;0.93;
-3.89;-18.80;-188.20;-332.11;143.91;143.91;144053.91;43.17;143.91;287.82;230.00;928.04;1.08;1073.09;0.93;
-5.87;-18.47;-188.53;-332.13;143.60;143.60;143743.60;43.08;143.60;287.20;230.00;928.04;1.08;1073.09;0.93;
3.95;-8.34;-188.66;-331.95;143.29;143.29;143433.29;42.99;143.29;286.58;220.00;927.90;1.08;1073.09;0.93;
4.20;-8.40;-188.60;-332.20;143.60;143.60;143743.60;43.08;143.60;287.20;230.00;927.90;1.08;1073.09;0.93;
-5.20;-18.11;-188.89;-332.80;143.91;143.91;144053.91;43.17;143.91;287.82;240.00;920.55;1.09;1061.96;0.94;
-1.83;3.76;-188.76;-333.17;144.41;144.41;144554.41;43.32;144.41;288.82;230.00;920.55;1.09;1061.96;0.94;
18.28;23.74;-188.74;-333.28;144.54;144.54;144684.54;43.36;144.54;289.08;210.00;923.02;1.08;1061.96;0.94;
18.19;23.52;-188.52;-333.19;144.67;144.67;144814.67;43.40;144.67;289.34;230.00;923.02;1.08;1061.96;0.94;
0.28;-9.54;-188.46;-333.28;144.82;144.82;144964.82;43.45;144.82;289.64;230.00;923.02;1.08;1062.73;0.94;
-19.50;-29.40;-188.60;-333.50;144.90;144.90;145044.90;43.47;144.90;289.80;230.00;953.62;1.05;1062.73;0.94;
0.47;-9.17;-188.83;-333.47;144.64;144.64;144784.64;43.39;144.64;289.28;210.00;938.60;1.07;1062.73;0.94;
0.54;-8.84;-189.16;-333.54;144.38;144.38;144524.38;43.31;144.38;288.76;230.00;938.60;1.07;1062.73;0.94;
10.41;1.29;-189.29;-333.41;144.12;144.12;144264.12;43.24;144.12;288.24;230.00;953.89;1.05;1062.73;0.94;
-0.61;12.31;-189.31;-333.39;144.08;144.08;144224.08;43.22;144.08;288.16;230.00;953.89;1.05;1327.30;0.75;
-11.62;-0.64;-189.36;-333.38;144.02;144.02;144164.02;43.21;144.02;288.04;230.00;953.89;1.05;1364.51;0.73;
8.17;19.21;-189.21;-333.17;143.96;143.96;144103.96;43.19;143.96;287.92;230.00;1135.91;0.88;1364.51;0.73;
16.97;35.00;-189.00;-332.97;143.97;143.97;144113.97;43.19;143.97;287.94;230.00;1135.91;0.88;1333.03;0.75;
-3.13;14.89;-188.89;-332.87;143.98;143.98;144123.98;43.19;143.98;287.96;230.00;1118.20;0.89;1333.03;0.75;
-3.23;5.87;-188.87;-332.77;143.90;143.90;144043.90;43.17;143.90;287.80;230.00;1118.20;0.89;1319.80;0.76;
29.44;5.95;-188.95;-332.44;143.49;143.49;143633.49;43.05;143.49;286.98;230.00;1118.20;0.89;1319.80;0.76;
19.26;-4.16;-188.84;-332.26;143.42;143.42;143563.42;43.03;143.42;286.84;230.00;1109.30;0.90;1319.80;0.76;
3.27;7.83;-188.83;-332.27;143.44;143.44;143583.44;43.03;143.44;286.88;230.00;1095.78;0.91;1299.82;0.77;
13.08;17.62;-188.62;-332.08;143.46;143.46;143603.46;43.04;143.46;286.92;220.00;1135.14;0.88;1299.82;0.77;
12.89;17.41;-188.41;-331.89;143.48;143.48;143623.48;43.04;143.48;286.96;230.00;1135.14;0.88;1299.82;0.77;
2.90;7.40;-188.40;-331.90;143.50;143.50;143643.50;43.05;143.50;287.00;230.00;1119.98;0.89;1299.82;0.77;
29.64;-44.09;-188.91;-331.64;142.73;142.73;142872.73;42.82;142.73;285.46;230.00;1119.98;0.89;1377.88;0.73;
49.28;-23.68;-189.32;-331.28;141.96;141.96;142101.96;42.59;141.96;283.92;230.00;1120.67;0.89;1377.88;0.73;
3.09;-2.69;-189.31;-331.09;141.78;141.78;141921.78;42.53;141.78;283.56;230.00;1120.67;0.89;1347.61;0.74;
1.22;-25.17;-189.83;-331.22;141.39;141.39;141531.39;42.42;141.39;282.78;230.00;1120.67;0.89;1323.74;0.76;
21.38;-4.84;-190.16;-331.38;141.22;141.22;141361.22;42.37;141.22;282.44;230.00;1107.78;0.90;1323.74;0.76;
-16.48;6.97;-189.97;-331.52;141.55;141.55;141691.55;42.47;141.55;283.10;230.00;1107.78;0.90;1298.05;0.77;
-6.44;16.68;-189.68;-331.56;141.88;141.88;142021.88;42.56;141.88;283.76;230.00;1120.13;0.89;1298.05;0.77;
19.46;40.28;-189.28;-331.46;142.18;142.18;142322.18;42.65;142.18;284.36;230.00;1120.13;0.89;1308.32;0.76;
14.11;-3.98;-189.02;-331.11;142.09;142.09;142232.09;42.63;142.09;284.18;230.00;1120.13;0.89;1282.26;0.78;
14.06;-17.80;-189.20;-331.06;141.86;141.86;142001.86;42.56;141.86;283.72;230.00;1120.13;0.89;1257.82;0.80;
2.13;-17.62;-189.38;-331.13;141.75;141.75;141891.75;42.53;141.75;283.50;230.00;1120.13;0.89;1257.82;0.80;
-27.60;-47.24;-189.76;-331.40;141.64;141.64;141781.64;42.49;141.64;283.28;260.00;1105.80;0.90;1257.82;0.80;
-27.23;-46.76;-190.24;-331.77;141.53;141.53;141671.53;42.46;141.53;283.06;230.00;1105.80;0.90;1257.82;0.80;
22.54;3.12;-190.12;-331.54;141.42;141.42;141561.42;42.43;141.42;282.84;180.00;1093.81;0.91;1257.82;0.80;
22.31;3.00;-190.00;-331.31;141.31;141.31;141451.31;42.39;141.31;282.62;230.00;1093.81;0.91;1257.82;0.80;
3.37;-2.96;-190.04;-331.37;141.33;141.33;141471.33;42.40;141.33;282.66;230.00;1093.81;0.91;1243.66;0.80;
17.29;33.71;-189.71;-331.29;141.58;141.58;141721.58;42.47;141.58;283.16;230.00;1093.81;0.91;1235.30;0.81;
44.53;55.06;-189.06;-330.53;141.47;141.47;141611.47;42.44;141.47;282.94;220.00;1092.92;0.91;1213.54;0.82;
-5.73;5.02;-189.02;-330.27;141.25;141.25;141391.25;42.38;141.25;282.50;270.00;1080.27;0.93;1213.54;0.82;
-5.84;4.98;-188.98;-330.16;141.18;141.18;141321.18;42.35;141.18;282.36;230.00;1080.27;0.93;1213.54;0.82;
4.15;19.00;-189.00;-330.15;141.15;141.15;141291.15;42.35;141.15;282.30;230.00;1080.27;0.93;1197.28;0.84;
-1.59;1.23;-189.23;-330.41;141.18;141.18;141321.18;42.35;141.18;282.36;230.00;1080.27;0.93;1176.54;0.85;
-21.43;-18.64;-189.36;-330.57;141.21;141.21;141351.21;42.36;141.21;282.42;250.00;1065.77;0.94;1176.54;0.85;
-21.45;-18.58;-189.42;-330.55;141.13;141.13;141271.13;42.34;141.13;282.26;230.00;1065.77;0.94;1176.54;0.85;
-1.75;1.11;-189.11;-330.25;141.14;141.14;141281.14;42.34;141.14;282.28;210.00;1102.23;0.91;1176.54;0.85;
-1.81;1.06;-189.06;-330.19;141.13;141.13;141271.13;42.34;141.13;282.26;230.00;1102.23;0.91;1176.54;0.85;
-2.21;20.65;-188.65;-329.79;141.14;141.14;141281.14;42.34;141.14;282.28;230.00;1102.23;0.91;1220.10;0.82;
1.75;20.64;-188.64;-329.75;141.11;141.11;141251.11;42.33;141.11;282.22;230.00;1102.23;0.91;1220.10;0.82;
-8.49;10.43;-188.43;-329.51;141.08;141.08;141221.08;42.32;141.08;282.16;230.00;1092.08;0.92;1220.10;0.82;
8.10;18.14;-188.14;-329.10;140.96;140.96;141100.96;42.29;140.96;281.92;230.00;1092.08;0.92;1205.06;0.83;
-2.19;7.93;-187.93;-328.81;140.88;140.88;141020.88;42.26;140.88;281.76;230.00;1079.60;0.93;1205.06;0.83;
-12.18;-1.98;-188.02;-328.82;140.80;140.80;140940.80;42.24;140.80;281.60;240.00;1172.09;0.85;1205.06;0.83;
-12.17;-1.89;-188.11;-328.83;140.72;140.72;140860.72;42.22;140.72;281.44;230.00;1172.09;0.85;1205.06;0.83;
-15.13;0.84;-187.84;-328.87;141.03;141.03;141171.03;42.31;141.03;282.06;230.00;1172.09;0.85;1401.98;0.71;
-10.05;-4.38;-187.62;-328.95;141.33;141.33;141471.33;42.40;141.33;282.66;230.00;1172.09;0.85;1377.72;0.73;
-0.05;5.53;-187.53;-328.95;141.42;141.42;141561.42;42.43;141.42;282.84;230.00;1231.95;0.81;1377.72;0.73;
0.05;5.54;-187.54;-329.05;141.51;141.51;141651.51;42.45;141.51;283.02;210.00;1222.92;0.82;1377.72;0.73;
75.39;79.80;-186.80;-328.39;141.59;141.59;141731.59;42.48;141.59;283.18;210.00;1222.92;0.82;1366.76;0.73;
-4.37;-0.04;-186.96;-328.63;141.67;141.67;141811.67;42.50;141.67;283.34;290.00;1209.19;0.83;1366.76;0.73;
-4.13;0.12;-187.12;-328.87;141.75;141.75;141891.75;42.53;141.75;283.50;230.00;1209.19;0.83;1366.76;0.73;
17.49;2.85;-186.85;-328.49;141.64;141.64;141781.64;42.49;141.64;283.28;230.00;1209.19;0.83;1356.09;0.74;
-2.69;-17.22;-186.78;-328.31;141.53;141.53;141671.53;42.46;141.53;283.06;230.00;1199.47;0.83;1356.09;0.74;
-33.50;-12.16;-186.84;-328.50;141.66;141.66;141801.66;42.50;141.66;283.32;230.00;1199.47;0.83;1335.34;0.75;
6.29;27.69;-186.69;-328.29;141.60;141.60;141741.60;42.48;141.60;283.20;190.00;1186.65;0.84;1335.34;0.75;
6.15;27.54;-186.54;-328.15;141.61;141.61;141751.61;42.48;141.61;283.22;230.00;1186.65;0.84;1335.34;0.75;
7.20;1.85;-186.85;-328.20;141.35;141.35;141491.35;42.41;141.35;282.70;230.00;1186.65;0.84;1318.53;0.76;
25.10;9.80;-186.80;-328.10;141.30;141.30;141441.30;42.39;141.30;282.60;230.00;1186.65;0.84;1310.04;0.76;
14.90;-0.35;-186.65;-327.90;141.25;141.25;141391.25;42.38;141.25;282.50;240.00;1181.97;0.85;1310.04;0.76;
14.70;-0.50;-186.50;-327.70;141.20;141.20;141341.20;42.36;141.20;282.40;230.00;1181.97;0.85;1310.04;0.76;
-23.12;-12.35;-186.65;-327.88;141.23;141.23;141371.23;42.37;141.23;282.46;230.00;1181.97;0.85;1290.83;0.77;
-3.08;7.60;-186.60;-327.92;141.32;141.32;141461.32;42.40;141.32;282.64;210.00;1170.28;0.85;1290.83;0.77;
-3.14;7.45;-186.45;-327.86;141.41;141.41;141551.41;42.42;141.41;282.82;230.00;1170.28;0.85;1290.83;0.77;
-5.18;-15.47;-186.53;-327.82;141.29;141.29;141431.29;42.39;141.29;282.58;230.00;1170.28;0.85;1276.67;0.78;
-15.02;-25.19;-186.81;-327.98;141.17;141.17;141311.17;42.35;141.17;282.34;240.00;1158.84;0.86;1276.67;0.78;
-14.93;-25.08;-186.92;-328.07;141.15;141.15;141291.15;42.35;141.15;282.30;230.00;1158.84;0.86;1276.67;0.78;
-9.11;-7.19;-186.81;-327.89;141.08;141.08;141221.08;42.32;141.08;282.16;230.00;1158.84;0.86;1261.72;0.79;
0.81;2.80;-186.80;-327.81;141.01;141.01;141151.01;42.30;141.01;282.02;230.00;1147.49;0.87;1261.72;0.79;
0.73;-27.90;-187.10;-327.73;140.63;140.63;140770.63;42.19;140.63;281.26;230.00;1147.49;0.87;1312.20;0.76;
7.58;-27.83;-187.17;-327.58;140.41;140.41;140550.41;42.12;140.41;280.82;230.00;1147.49;0.87;1312.20;0.76;
7.41;-4.00;-187.00;-327.41;140.41;140.41;140550.41;42.12;140.41;280.82;230.00;1147.49;0.87;1317.03;0.76;
-2.56;-13.97;-187.03;-327.44;140.41;140.41;140550.41;42.12;140.41;280.82;230.00;1213.23;0.82;1317.03;0.76;
-9.68;18.69;-186.69;-327.32;140.63;140.63;140770.63;42.19;140.63;281.26;230.00;1213.23;0.82;1307.40;0.76;
23.07;9.64;-186.64;-327.07;140.43;140.43;140570.43;42.13;140.43;280.86;230.00;1213.23;0.82;1307.40;0.76;
3.02;-10.21;-186.79;-327.02;140.23;140.23;140370.23;42.07;140.23;280.46;250.00;1223.74;0.82;1307.40;0.76;
2.97;-9.87;-187.13;-326.97;139.84;139.84;139979.84;41.95;139.84;279.68;230.00;1223.74;0.82;1307.40;0.76;
12.88;31.06;-187.06;-326.88;139.82;139.82;139959.82;41.95;139.82;279.64;230.00;1223.74;0.82;1290.12;0.78;
-16.91;1.34;-187.34;-327.09;139.75;139.75;139889.75;41.93;139.75;279.50;230.00;1211.51;0.83;1290.12;0.78;
-6.60;11.52;-187.52;-327.40;139.88;139.88;140019.88;41.96;139.88;279.76;230.00;1200.02;0.83;1290.12;0.78;
-6.59;39.12;-187.12;-327.41;140.29;140.29;140430.29;42.09;140.29;280.58;230.00;1200.02;0.83;1282.80;0.78;
14.48;38.71;-186.71;-327.48;140.77;140.77;140910.77;42.23;140.77;281.54;230.00;1200.02;0.83;1282.80;0.78;
-15.25;8.50;-186.50;-327.75;141.25;141.25;141391.25;42.38;141.25;282.50;260.00;1189.07;0.84;1282.80;0.78;
-14.98;8.33;-186.33;-328.02;141.69;141.69;141831.69;42.51;141.69;283.38;230.00;1189.07;0.84;1282.80;0.78;
-34.81;-11.64;-186.36;-328.19;141.83;141.83;141971.83;42.55;141.83;283.66;230.00;1177.87;0.85;1282.80;0.78;
-16.72;-53.09;-186.91;-328.28;141.37;141.37;141511.37;42.41;141.37;282.74;230.00;1177.87;0.85;1299.33;0.77;
-16.63;-16.90;-187.10;-328.37;141.27;141.27;141411.27;42.38;141.27;282.54;230.00;1177.87;0.85;1282.93;0.78;
-28.42;-16.93;-187.07;-328.58;141.51;141.51;141651.51;42.45;141.51;283.02;230.00;1177.87;0.85;1282.93;0.78;
1.47;12.74;-186.74;-328.47;141.73;141.73;141871.73;42.52;141.73;283.46;200.00;1234.90;0.81;1282.93;0.78;
1.46;12.51;-186.51;-328.46;141.95;141.95;142091.95;42.59;141.95;283.90;230.00;1234.90;0.81;1282.93;0.78;
5.41;-16.43;-186.57;-328.41;141.84;141.84;141981.84;42.55;141.84;283.68;230.00;1234.90;0.81;1315.14;0.76;
5.26;15.21;-186.21;-328.26;142.05;142.05;142192.05;42.62;142.05;284.10;230.00;1234.90;0.81;1300.78;0.77;
-0.80;15.07;-186.07;-328.20;142.13;142.13;142272.13;42.64;142.13;284.26;230.00;1234.90;0.81;1300.78;0.77;
-10.56;5.23;-186.23;-328.44;142.21;142.21;142352.21;42.66;142.21;284.42;240.00;1223.35;0.82;1300.78;0.77;
-10.32;5.39;-186.39;-328.68;142.29;142.29;142432.29;42.69;142.29;284.58;230.00;1223.35;0.82;1300.78;0.77;
