GapBuy;GapSell;AvBid;AvAsk;Spread;SpreadK;MinLev;MinLevClose;FixTp;FixSl;FastSpread;dTFast;tpsFast;dTSlow;tpsSlow;
5.49;11.61;-196.61;-333.49;136.88;136.88;137016.88;41.06;136.88;273.76;230.00;877.36;1.14;847.53;1.18;
-4.50;1.91;-196.91;-333.50;136.59;136.59;136726.59;40.98;136.59;273.18;230.00;883.45;1.13;847.53;1.18;
33.18;-10.66;-197.34;-333.18;135.84;135.84;135975.84;40.75;135.84;271.68;230.00;883.45;1.13;849.51;1.18;
-7.04;5.31;-197.31;-332.96;135.65;135.65;135785.65;40.70;135.65;271.30;230.00;883.45;1.13;850.11;1.18;
-17.48;-5.55;-196.45;-332.52;136.07;136.07;136206.07;40.82;136.07;272.14;240.00;883.68;1.13;850.11;1.18;
-17.12;-5.61;-196.39;-332.88;136.49;136.49;136626.49;40.95;136.49;272.98;230.00;883.68;1.13;850.11;1.18;
-1.12;2.05;-196.05;-332.88;136.83;136.83;136966.83;41.05;136.83;273.66;230.00;883.68;1.13;856.79;1.17;
-1.12;-2.25;-195.75;-332.88;137.13;137.13;137267.13;41.14;137.13;274.26;230.00;883.68;1.13;854.60;1.17;
-21.15;-2.32;-195.68;-332.85;137.17;137.17;137307.17;41.15;137.17;274.34;230.00;883.68;1.13;854.60;1.17;
-1.17;17.44;-195.44;-332.83;137.39;137.39;137527.39;41.22;137.39;274.78;230.00;893.04;1.12;854.60;1.17;
25.74;14.43;-195.43;-332.74;137.31;137.31;137447.31;41.19;137.31;274.62;230.00;893.04;1.12;876.08;1.14;
7.83;7.49;-195.49;-332.83;137.34;137.34;137477.34;41.20;137.34;274.68;230.00;893.04;1.12;859.24;1.16;
-2.25;-2.32;-195.68;-332.75;137.07;137.07;137207.07;41.12;137.07;274.14;230.00;909.71;1.10;859.24;1.16;
7.87;7.96;-195.96;-332.87;136.91;136.91;137046.91;41.07;136.91;273.82;230.00;900.14;1.11;859.24;1.16;
7.79;-11.76;-196.24;-332.79;136.55;136.55;136686.55;40.97;136.55;273.10;230.00;900.14;1.11;866.85;1.15;
2.96;-11.28;-196.72;-332.96;136.24;136.24;136376.24;40.87;136.24;272.48;230.00;900.14;1.11;866.85;1.15;
12.76;-1.13;-196.87;-332.76;135.89;135.89;136025.89;40.77;135.89;271.78;220.00;911.82;1.10;866.85;1.15;
12.82;-0.74;-197.26;-332.82;135.56;135.56;135695.56;40.67;135.56;271.12;230.00;911.82;1.10;866.85;1.15;
12.68;69.74;-196.74;-332.68;135.94;135.94;136075.94;40.78;135.94;271.88;230.00;911.82;1.10;868.33;1.15;
66.00;69.22;-196.22;-332.00;135.78;135.78;135915.78;40.73;135.78;271.56;230.00;911.82;1.10;868.33;1.15;
-3.92;-0.91;-196.09;-332.08;135.99;135.99;136125.99;40.80;135.99;271.98;300.00;905.72;1.10;868.33;1.15;
-3.74;-0.94;-196.06;-332.26;136.20;136.20;136336.20;40.86;136.20;272.40;230.00;905.72;1.10;868.33;1.15;
-23.56;-20.82;-196.18;-332.44;136.26;136.26;136396.26;40.88;136.26;272.52;250.00;921.85;1.08;868.33;1.15;
-23.28;-20.60;-196.40;-332.72;136.32;136.32;136456.32;40.90;136.32;272.64;230.00;921.85;1.08;868.33;1.15;
19.77;36.25;-196.25;-332.77;136.52;136.52;136656.52;40.96;136.52;273.04;230.00;921.85;1.08;889.22;1.12;
-9.88;6.40;-196.40;-333.12;136.72;136.72;136856.72;41.02;136.72;273.44;230.00;923.33;1.08;889.22;1.12;
42.81;4.21;-196.21;-332.81;136.60;136.60;136736.60;40.98;136.60;273.20;230.00;923.33;1.08;827.20;1.21;
22.80;-15.68;-196.32;-332.80;136.48;136.48;136616.48;40.94;136.48;272.96;230.00;909.10;1.10;827.20;1.21;
2.99;-35.37;-196.63;-332.99;136.36;136.36;136496.36;40.91;136.36;272.72;230.00;917.57;1.09;827.20;1.21;
3.17;-5.84;-197.16;-333.17;136.01;136.01;136146.01;40.80;136.01;272.02;230.00;917.57;1.09;848.41;1.18;
-1.90;-5.61;-197.39;-333.10;135.71;135.71;135845.71;40.71;135.71;271.42;230.00;917.57;1.09;848.41;1.18;
-5.93;23.33;-197.33;-333.07;135.74;135.74;135875.74;40.72;135.74;271.48;230.00;917.57;1.09;813.60;1.23;
-15.66;13.57;-197.57;-333.34;135.77;135.77;135905.77;40.73;135.77;271.54;230.00;918.12;1.09;813.60;1.23;
-15.39;11.83;-197.83;-333.61;135.78;135.78;135915.78;40.73;135.78;271.56;230.00;918.12;1.09;860.86;1.16;
11.46;11.74;-197.74;-333.46;135.72;135.72;135855.72;40.72;135.72;271.44;230.00;918.12;1.09;860.86;1.16;
-9.68;8.48;-197.48;-333.32;135.84;135.84;135975.84;40.75;135.84;271.68;230.00;918.12;1.09;846.68;1.18;
0.08;18.12;-197.12;-333.08;135.96;135.96;136095.96;40.79;135.96;271.92;220.00;929.35;1.08;846.68;1.18;
-0.16;17.81;-196.81;-332.84;136.03;136.03;136166.03;40.81;136.03;272.06;230.00;929.35;1.08;846.68;1.18;
-29.91;-12.20;-196.80;-333.09;136.29;136.29;136426.29;40.89;136.29;272.58;260.00;936.45;1.07;846.68;1.18;
-29.46;-12.01;-196.99;-333.54;136.55;136.55;136686.55;40.97;136.55;273.10;230.00;936.45;1.07;846.68;1.18;
11.37;-2.95;-197.05;-333.37;136.32;136.32;136456.32;40.90;136.32;272.64;230.00;936.45;1.07;844.98;1.18;
1.40;-12.69;-197.31;-333.40;136.09;136.09;136226.09;40.83;136.09;272.18;240.00;919.78;1.09;844.98;1.18;
1.42;-13.16;-196.84;-333.42;136.58;136.58;136716.58;40.97;136.58;273.16;230.00;919.78;1.09;844.98;1.18;
31.54;16.47;-196.47;-333.54;137.07;137.07;137207.07;41.12;137.07;274.14;200.00;930.99;1.07;844.98;1.18;
31.09;16.41;-196.41;-333.09;136.68;136.68;136816.68;41.00;136.68;273.36;230.00;930.99;1.07;844.98;1.18;
-8.96;5.13;-196.13;-333.04;136.91;136.91;137046.91;41.07;136.91;273.82;230.00;930.99;1.07;858.28;1.17;
-28.73;-14.95;-196.05;-333.27;137.22;137.22;137357.22;41.17;137.22;274.44;230.00;901.72;1.11;858.28;1.17;
1.30;14.77;-195.77;-333.30;137.53;137.53;137667.53;41.26;137.53;275.06;230.00;910.40;1.10;858.28;1.17;
-11.54;-20.95;-196.05;-333.46;137.41;137.41;137547.41;41.22;137.41;274.82;230.00;910.40;1.10;856.72;1.17;
8.73;-0.87;-196.13;-333.73;137.60;137.60;137737.60;41.28;137.60;275.20;210.00;910.14;1.10;856.72;1.17;
8.60;-0.64;-196.36;-333.60;137.24;137.24;137377.24;41.17;137.24;274.48;230.00;910.14;1.10;856.72;1.17;
28.07;19.19;-196.19;-333.07;136.88;136.88;137016.88;41.06;136.88;273.76;210.00;901.67;1.11;856.72;1.17;
27.54;19.02;-196.02;-332.54;136.52;136.52;136656.52;40.96;136.52;273.04;230.00;901.67;1.11;856.72;1.17;
-4.47;0.24;-196.24;-332.53;136.29;136.29;136426.29;40.89;136.29;272.58;230.00;901.67;1.11;861.99;1.16;
5.52;10.00;-196.00;-332.52;136.52;136.52;136656.52;40.96;136.52;273.04;220.00;887.24;1.13;861.99;1.16;
5.19;9.58;-195.58;-332.19;136.61;136.61;136746.61;40.98;136.61;273.22;230.00;887.24;1.13;861.99;1.16;
-4.94;-0.64;-195.36;-332.06;136.70;136.70;136836.70;41.01;136.70;273.40;230.00;897.23;1.11;861.99;1.16;
4.83;9.04;-195.04;-331.83;136.79;136.79;136926.79;41.04;136.79;273.58;230.00;897.67;1.11;861.99;1.16;
-24.75;-20.83;-195.17;-332.25;137.08;137.08;137217.08;41.12;137.08;274.16;230.00;898.59;1.11;861.99;1.16;
5.27;8.90;-194.90;-332.27;137.37;137.37;137507.37;41.21;137.37;274.74;230.00;889.63;1.12;861.99;1.16;
5.29;-12.16;-194.84;-332.29;137.45;137.45;137587.45;41.24;137.45;274.90;230.00;889.63;1.12;890.37;1.12;
-23.30;-12.12;-194.88;-332.70;137.82;137.82;137957.82;41.35;137.82;275.64;230.00;889.63;1.12;890.37;1.12;
-3.09;7.72;-194.72;-332.91;138.19;138.19;138328.19;41.46;138.19;276.38;210.00;889.44;1.12;890.37;1.12;
-2.92;7.35;-194.35;-333.08;138.73;138.73;138868.73;41.62;138.73;277.46;230.00;889.44;1.12;890.37;1.12;
21.66;32.81;-193.81;-332.66;138.85;138.85;138988.85;41.66;138.85;277.70;230.00;889.44;1.12;878.64;1.14;
1.54;12.57;-193.57;-332.54;138.97;138.97;139108.97;41.69;138.97;277.94;230.00;878.24;1.14;878.64;1.14;
-8.48;2.43;-193.43;-332.52;139.09;139.09;139229.09;41.73;139.09;278.18;230.00;875.80;1.14;878.64;1.14;
1.50;12.29;-193.29;-332.50;139.21;139.21;139349.21;41.76;139.21;278.42;230.00;876.10;1.14;878.64;1.14;
21.28;31.95;-192.95;-332.28;139.33;139.33;139469.33;41.80;139.33;278.66;210.00;885.98;1.13;878.64;1.14;
20.96;31.51;-192.51;-331.96;139.45;139.45;139589.45;41.84;139.45;278.90;230.00;885.98;1.13;878.64;1.14;
20.64;8.30;-192.30;-331.64;139.34;139.34;139479.34;41.80;139.34;278.68;230.00;885.98;1.13;898.69;1.11;
-7.40;8.34;-192.34;-331.60;139.26;139.26;139399.26;41.78;139.26;278.52;230.00;885.98;1.13;898.69;1.11;
-17.33;-1.52;-192.48;-331.67;139.19;139.19;139329.19;41.76;139.19;278.38;230.00;880.39;1.14;898.69;1.11;
7.82;-0.47;-192.53;-331.82;139.29;139.29;139429.29;41.79;139.29;278.58;230.00;880.39;1.14;901.03;1.11;
-17.87;-0.52;-192.48;-332.13;139.65;139.65;139789.65;41.90;139.65;279.30;230.00;880.39;1.14;898.99;1.11;
-7.94;9.36;-192.36;-332.06;139.70;139.70;139839.70;41.91;139.70;279.40;220.00;862.07;1.16;898.99;1.11;
-8.01;9.22;-192.22;-331.99;139.77;139.77;139909.77;41.93;139.77;279.54;230.00;862.07;1.16;898.99;1.11;
-7.82;6.11;-192.11;-332.18;140.07;140.07;140210.07;42.02;140.07;280.14;230.00;862.07;1.16;927.50;1.08;
20.98;5.90;-191.90;-331.98;140.08;140.08;140220.08;42.02;140.08;280.16;230.00;862.07;1.16;927.50;1.08;
10.82;-3.90;-192.10;-331.82;139.72;139.72;139859.72;41.92;139.72;279.44;230.00;903.04;1.11;927.50;1.08;
10.66;2.98;-191.98;-331.66;139.68;139.68;139819.68;41.90;139.68;279.36;230.00;903.04;1.11;915.33;1.09;
-21.08;2.96;-191.96;-331.92;139.96;139.96;140099.96;41.99;139.96;279.92;230.00;903.04;1.11;915.33;1.09;
-10.92;12.84;-191.84;-332.08;140.24;140.24;140380.24;42.07;140.24;280.48;230.00;900.49;1.11;915.33;1.09;
18.84;42.32;-191.32;-331.84;140.52;140.52;140660.52;42.16;140.52;281.04;200.00;923.75;1.08;915.33;1.09;
18.70;41.90;-190.90;-331.70;140.80;140.80;140940.80;42.24;140.80;281.60;230.00;923.75;1.08;915.33;1.09;
5.73;28.83;-190.83;-331.73;140.90;140.90;141040.90;42.27;140.90;281.80;230.00;923.75;1.08;945.40;1.06;
-4.24;18.76;-190.76;-331.76;141.00;141.00;141141.00;42.30;141.00;282.00;240.00;924.05;1.08;945.40;1.06;
-4.21;18.69;-190.69;-331.79;141.10;141.10;141241.10;42.33;141.10;282.20;230.00;924.05;1.08;945.40;1.06;
13.54;25.20;-190.20;-331.54;141.34;141.34;141481.34;42.40;141.34;282.68;230.00;924.05;1.08;982.60;1.02;
-6.51;5.16;-190.16;-331.49;141.33;141.33;141471.33;42.40;141.33;282.66;250.00;960.35;1.04;982.60;1.02;
-6.56;5.05;-190.05;-331.44;141.39;141.39;141531.39;42.42;141.39;282.78;230.00;960.35;1.04;982.60;1.02;
-16.20;-34.66;-190.34;-331.80;141.46;141.46;141601.46;42.44;141.46;282.92;230.00;960.35;1.04;982.49;1.02;
-1.19;-24.67;-190.33;-331.81;141.48;141.48;141621.48;42.44;141.48;282.96;230.00;960.35;1.04;979.84;1.02;
-30.88;-19.73;-190.27;-332.12;141.85;141.85;141991.85;42.56;141.85;283.70;230.00;960.35;1.04;967.60;1.03;
6.94;-31.31;-190.69;-331.94;141.25;141.25;141391.25;42.38;141.25;282.50;230.00;960.35;1.04;934.16;1.07;
-9.58;8.21;-190.21;-331.42;141.21;141.21;141351.21;42.36;141.21;282.42;230.00;960.35;1.04;934.16;1.07;
-22.63;-3.98;-190.02;-331.37;141.35;141.35;141491.35;42.41;141.35;282.70;230.00;960.35;1.04;887.93;1.13;
7.22;25.73;-189.73;-331.22;141.49;141.49;141631.49;42.45;141.49;282.98;230.00;928.62;1.08;887.93;1.13;
-22.35;-4.29;-189.71;-331.65;141.94;141.94;142081.94;42.58;141.94;283.88;260.00;924.34;1.08;887.93;1.13;
-22.19;-4.30;-189.70;-331.81;142.11;142.11;142252.11;42.63;142.11;284.22;230.00;924.34;1.08;887.93;1.13;
-11.04;9.65;-189.65;-331.96;142.31;142.31;142452.31;42.69;142.31;284.62;230.00;924.34;1.08;894.10;1.12;
-20.89;-0.40;-189.60;-332.11;142.51;142.51;142652.51;42.75;142.51;285.02;240.00;1049.17;0.95;894.10;1.12;
-20.36;-0.58;-189.42;-332.64;143.22;143.22;143363.22;42.97;143.22;286.44;230.00;1049.17;0.95;894.10;1.12;
9.47;29.10;-189.10;-332.47;143.37;143.37;143513.37;43.01;143.37;286.74;200.00;1063.13;0.94;894.10;1.12;
9.20;28.68;-188.68;-332.20;143.52;143.52;143663.52;43.06;143.52;287.04;230.00;1063.13;0.94;894.10;1.12;
8.93;0.54;-188.54;-331.93;143.39;143.39;143533.39;43.02;143.39;286.78;230.00;1063.13;0.94;977.44;1.02;
-11.97;0.48;-188.48;-332.03;143.55;143.55;143693.55;43.07;143.55;287.10;230.00;1063.13;0.94;977.44;1.02;
-1.97;10.28;-188.28;-332.03;143.75;143.75;143893.75;43.13;143.75;287.50;220.00;1063.06;0.94;977.44;1.02;
-2.17;10.08;-188.08;-331.83;143.75;143.75;143893.75;43.13;143.75;287.50;230.00;1063.06;0.94;977.44;1.02;
-21.97;5.13;-188.13;-332.03;143.90;143.90;144043.90;43.17;143.90;287.80;230.00;1063.06;0.94;983.95;1.02;
-31.40;-4.75;-188.25;-332.60;144.35;144.35;144494.35;43.31;144.35;288.70;240.00;1065.51;0.94;983.95;1.02;
-31.01;-4.70;-188.30;-332.99;144.69;144.69;144834.69;43.41;144.69;289.38;230.00;1065.51;0.94;983.95;1.02;
-8.94;-2.77;-188.23;-333.06;144.83;144.83;144974.83;43.45;144.83;289.66;230.00;1065.51;0.94;965.94;1.04;
1.13;7.16;-188.16;-333.13;144.97;144.97;145114.97;43.49;144.97;289.94;230.00;1061.01;0.94;965.94;1.04;
1.20;3.92;-187.92;-333.20;145.28;145.28;145425.28;43.58;145.28;290.56;230.00;1061.01;0.94;970.13;1.03;
-20.56;3.68;-187.68;-333.44;145.76;145.76;145905.76;43.73;145.76;291.52;230.00;1061.01;0.94;970.13;1.03;
-30.12;-6.36;-187.64;-333.88;146.24;146.24;146386.24;43.87;146.24;292.48;230.00;1059.37;0.94;970.13;1.03;
-30.67;-29.17;-187.83;-334.33;146.50;146.50;146646.50;43.95;146.50;293.00;230.00;1059.37;0.94;970.19;1.03;
-0.52;1.43;-188.43;-334.48;146.05;146.05;146196.05;43.82;146.05;292.10;230.00;1054.29;0.95;970.19;1.03;
-9.73;-7.87;-189.13;-335.27;146.14;146.14;146286.14;43.84;146.14;292.28;240.00;1059.45;0.94;970.19;1.03;
-9.64;-7.87;-189.13;-335.36;146.23;146.23;146376.23;43.87;146.23;292.46;230.00;1059.45;0.94;970.19;1.03;
-9.55;-43.51;-189.49;-335.45;145.96;145.96;146105.96;43.79;145.96;291.92;230.00;1059.45;0.94;982.09;1.02;
-24.51;-43.35;-189.65;-335.49;145.84;145.84;145985.84;43.75;145.84;291.68;230.00;1059.45;0.94;982.09;1.02;
15.13;-3.59;-189.41;-335.13;145.72;145.72;145865.72;43.72;145.72;291.44;190.00;1036.17;0.97;982.09;1.02;
15.20;-3.26;-189.74;-335.20;145.46;145.46;145605.46;43.64;145.46;290.92;230.00;1036.17;0.97;982.09;1.02;
14.97;-24.02;-189.98;-334.97;144.99;144.99;145134.99;43.50;144.99;289.98;230.00;1036.17;0.97;993.59;1.01;
11.31;-23.80;-190.20;-335.31;145.11;145.11;145255.11;43.53;145.11;290.22;230.00;1036.17;0.97;993.59;1.01;
21.35;-13.88;-190.12;-335.35;145.23;145.23;145375.23;43.57;145.23;290.46;220.00;1046.82;0.96;993.59;1.01;
21.19;-14.16;-189.84;-335.19;145.35;145.35;145495.35;43.61;145.35;290.70;230.00;1046.82;0.96;993.59;1.01;
19.05;13.57;-189.57;-335.05;145.48;145.48;145625.48;43.64;145.48;290.96;230.00;1046.82;0.96;993.39;1.01;
8.96;3.40;-189.40;-334.96;145.56;145.56;145705.56;43.67;145.56;291.12;240.00;1046.84;0.96;993.39;1.01;
8.83;3.52;-189.52;-334.83;145.31;145.31;145455.31;43.59;145.31;290.62;230.00;1046.84;0.96;993.39;1.01;
-1.30;-6.36;-189.64;-334.70;145.06;145.06;145205.06;43.52;145.06;290.12;240.00;1044.81;0.96;993.39;1.01;
-1.43;-6.26;-189.74;-334.57;144.83;144.83;144974.83;43.45;144.83;289.66;230.00;1044.81;0.96;993.39;1.01;
8.61;3.74;-189.74;-334.61;144.87;144.87;145014.87;43.46;144.87;289.74;220.00;1034.98;0.97;993.39;1.01;
8.44;3.71;-189.71;-334.44;144.73;144.73;144874.73;43.42;144.73;289.46;230.00;1034.98;0.97;993.39;1.01;
-1.53;-11.07;-189.93;-334.47;144.54;144.54;144684.54;43.36;144.54;289.08;230.00;1034.98;0.97;1017.26;0.98;
8.40;-0.95;-190.05;-334.40;144.35;144.35;144494.35;43.31;144.35;288.70;230.00;1046.47;0.96;1017.26;0.98;
20.90;-14.99;-190.01;-333.90;143.89;143.89;144033.89;43.17;143.89;287.78;230.00;1046.47;0.96;1017.30;0.98;
-8.31;-11.07;-189.93;-333.69;143.76;143.76;143903.76;43.13;143.76;287.52;230.00;1046.47;0.96;1007.23;0.99;
-27.91;-30.86;-190.14;-334.09;143.95;143.95;144093.95;43.19;143.95;287.90;230.00;1046.13;0.96;1007.23;0.99;
31.79;28.65;-189.65;-333.79;144.14;144.14;144284.14;43.24;144.14;288.28;170.00;1050.46;0.95;1007.23;0.99;
31.49;28.16;-189.16;-333.49;144.33;144.33;144474.33;43.30;144.33;288.66;230.00;1050.46;0.95;1007.23;0.99;
4.76;30.94;-188.94;-333.76;144.82;144.82;144964.82;43.45;144.82;289.64;230.00;1050.46;0.95;1008.03;0.99;
5.03;37.65;-188.65;-334.03;145.38;145.38;145525.38;43.61;145.38;290.76;230.00;1050.46;0.95;983.22;1.02;
22.72;37.25;-188.25;-333.72;145.47;145.47;145615.47;43.64;145.47;290.94;230.00;1050.46;0.95;983.22;1.02;
22.21;12.89;-187.89;-333.21;145.32;145.32;145465.32;43.60;145.32;290.64;230.00;1050.46;0.95;983.41;1.02;
-4.73;12.83;-187.83;-333.27;145.44;145.44;145585.44;43.63;145.44;290.88;230.00;1050.46;0.95;983.41;1.02;
-14.70;2.51;-187.51;-333.30;145.79;145.79;145935.79;43.74;145.79;291.58;240.00;1068.40;0.94;983.41;1.02;
-14.47;2.39;-187.39;-333.53;146.14;146.14;146286.14;43.84;146.14;292.28;230.00;1068.40;0.94;983.41;1.02;
43.18;-6.64;-187.36;-333.18;145.82;145.82;145965.82;43.75;145.82;291.64;230.00;1068.40;0.94;1001.50;1.00;
23.23;-26.27;-187.73;-333.23;145.50;145.50;145645.50;43.65;145.50;291.00;250.00;1066.17;0.94;1001.50;1.00;
23.28;-25.90;-188.10;-333.28;145.18;145.18;145325.18;43.55;145.18;290.36;230.00;1066.17;0.94;1001.50;1.00;
52.71;3.98;-187.98;-332.71;144.73;144.73;144874.73;43.42;144.73;289.46;200.00;1061.89;0.94;1001.50;1.00;
52.24;3.96;-187.96;-332.24;144.28;144.28;144424.28;43.28;144.28;288.56;230.00;1061.89;0.94;1001.50;1.00;
-5.65;11.86;-187.86;-332.35;144.49;144.49;144634.49;43.35;144.49;288.98;230.00;1061.89;0.94;1002.46;1.00;
9.21;21.56;-187.56;-332.21;144.65;144.65;144794.65;43.40;144.65;289.30;230.00;1061.89;0.94;1002.08;1.00;
-20.53;-8.34;-187.66;-332.47;144.81;144.81;144954.81;43.44;144.81;289.62;260.00;1061.98;0.94;1002.08;1.00;
-20.57;-8.54;-187.46;-332.43;144.97;144.97;145114.97;43.49;144.97;289.94;230.00;1061.98;0.94;1002.08;1.00;
-1.50;-2.50;-187.50;-332.50;145.00;145.00;145145.00;43.50;145.00;290.00;230.00;1061.98;0.94;1001.85;1.00;
-17.27;-11.58;-187.42;-332.73;145.31;145.31;145455.31;43.59;145.31;290.62;230.00;1061.98;0.94;1000.69;1.00;
2.47;-6.71;-187.29;-332.47;145.18;145.18;145325.18;43.55;145.18;290.36;230.00;1061.98;0.94;1000.69;1.00;
32.11;23.06;-187.06;-332.11;145.05;145.05;145195.05;43.52;145.05;290.10;200.00;1075.51;0.93;1000.69;1.00;
31.75;22.83;-186.83;-331.75;144.92;144.92;145064.92;43.48;144.92;289.84;230.00;1075.51;0.93;1000.69;1.00;
-27.76;-36.54;-187.46;-332.24;144.78;144.78;144924.78;43.43;144.78;289.56;230.00;1075.53;0.93;1000.69;1.00;
12.13;3.49;-187.49;-332.13;144.64;144.64;144784.64;43.39;144.64;289.28;190.00;1068.75;0.94;1000.69;1.00;
11.92;3.42;-187.42;-331.92;144.50;144.50;144644.50;43.35;144.50;289.00;230.00;1068.75;0.94;1000.69;1.00;
-10.96;-24.27;-187.73;-332.04;144.31;144.31;144454.31;43.29;144.31;288.62;230.00;1068.75;0.94;1011.14;0.99;
2.23;13.86;-187.86;-332.23;144.37;144.37;144514.37;43.31;144.37;288.74;230.00;1068.75;0.94;1011.76;0.99;
22.22;33.79;-187.79;-332.22;144.43;144.43;144574.43;43.33;144.43;288.86;210.00;1068.62;0.94;1011.76;0.99;
22.21;33.49;-187.49;-332.21;144.72;144.72;144864.72;43.42;144.72;289.44;230.00;1068.62;0.94;1011.76;0.99;
7.07;23.29;-187.29;-332.07;144.78;144.78;144924.78;43.43;144.78;289.56;230.00;1068.62;0.94;1016.87;0.98;
24.65;29.92;-186.92;-331.65;144.73;144.73;144874.73;43.42;144.73;289.46;230.00;1068.62;0.94;1020.90;0.98;
24.48;7.78;-186.78;-331.48;144.70;144.70;144844.70;43.41;144.70;289.40;230.00;1068.62;0.94;1020.07;0.98;
21.08;7.64;-186.64;-331.08;144.44;144.44;144584.44;43.33;144.44;288.88;230.00;1068.62;0.94;1020.07;0.98;
20.78;32.35;-186.35;-330.78;144.43;144.43;144574.43;43.33;144.43;288.86;230.00;1068.62;0.94;1019.85;0.98;
20.48;24.14;-186.14;-330.48;144.34;144.34;144484.34;43.30;144.34;288.68;230.00;1068.62;0.94;1012.40;0.99;
3.35;23.90;-185.90;-330.35;144.45;144.45;144594.45;43.34;144.45;288.90;230.00;1068.62;0.94;1012.40;0.99;
3.51;-2.08;-185.92;-330.51;144.59;144.59;144734.59;43.38;144.59;289.18;230.00;1068.62;0.94;1005.97;0.99;
-6.33;-12.06;-185.94;-330.67;144.73;144.73;144874.73;43.42;144.73;289.46;240.00;1096.19;0.91;1005.97;0.99;
-6.17;-11.97;-186.03;-330.83;144.80;144.80;144944.80;43.44;144.80;289.60;230.00;1096.19;0.91;1005.97;0.99;
3.57;-1.98;-186.02;-330.57;144.55;144.55;144694.55;43.37;144.55;289.10;230.00;1077.69;0.93;1005.97;0.99;
35.09;15.93;-185.93;-330.09;144.16;144.16;144304.16;43.25;144.16;288.32;230.00;1077.69;0.93;1014.94;0.99;
-4.69;-23.46;-186.54;-330.31;143.77;143.77;143913.77;43.13;143.77;287.54;270.00;1074.12;0.93;1014.94;0.99;
-4.47;-22.85;-187.15;-330.53;143.38;143.38;143523.38;43.01;143.38;286.76;230.00;1074.12;0.93;1014.94;0.99;
-14.28;-32.27;-187.73;-330.72;142.99;142.99;143132.99;42.90;142.99;285.98;230.00;1055.82;0.95;1014.94;0.99;
-14.19;7.81;-187.81;-330.81;143.00;143.00;143143.00;42.90;143.00;286.00;230.00;1055.82;0.95;1002.95;1.00;
-3.21;7.89;-187.89;-330.79;142.90;142.90;143042.90;42.87;142.90;285.80;230.00;1055.82;0.95;1002.95;1.00;
-24.83;5.07;-188.07;-331.17;143.10;143.10;143243.10;42.93;143.10;286.20;230.00;1055.82;0.95;1032.41;0.97;
-4.85;24.85;-187.85;-331.15;143.30;143.30;143443.30;42.99;143.30;286.60;230.00;1084.15;0.92;1032.41;0.97;
-4.87;4.83;-187.83;-331.13;143.30;143.30;143443.30;42.99;143.30;286.60;230.00;1084.15;0.92;1031.32;0.97;
-9.94;4.41;-187.41;-331.06;143.65;143.65;143793.65;43.10;143.65;287.30;230.00;1084.15;0.92;1031.32;0.97;
-12.83;-18.68;-187.32;-331.17;143.85;143.85;143993.85;43.16;143.85;287.70;230.00;1084.15;0.92;1044.44;0.96;
-3.12;-8.82;-187.18;-330.88;143.70;143.70;143843.70;43.11;143.70;287.40;230.00;1089.98;0.92;1044.44;0.96;
-0.06;12.70;-186.70;-330.94;144.24;144.24;144384.24;43.27;144.24;288.48;230.00;1089.98;0.92;1021.37;0.98;
-39.76;-26.98;-187.02;-331.24;144.22;144.22;144364.22;43.27;144.22;288.44;230.00;1089.69;0.92;1021.37;0.98;
-39.59;-53.51;-187.49;-331.41;143.92;143.92;144063.92;43.18;143.92;287.84;230.00;1089.69;0.92;1020.63;0.98;
-60.90;-52.74;-188.26;-332.10;143.84;143.84;143983.84;43.15;143.84;287.68;230.00;1089.69;0.92;1020.63;0.98;
-11.01;-2.77;-188.23;-331.99;143.76;143.76;143903.76;43.13;143.76;287.52;230.00;1089.89;0.92;1020.63;0.98;
-12.11;-27.55;-188.45;-331.89;143.44;143.44;143583.44;43.03;143.44;286.88;230.00;1089.89;0.92;1000.07;1.00;
7.70;-7.39;-188.61;-331.70;143.09;143.09;143233.09;42.93;143.09;286.18;230.00;1036.46;0.96;1000.07;1.00;
11.37;13.46;-188.46;-331.37;142.91;142.91;143052.91;42.87;142.91;285.82;230.00;1036.46;0.96;1002.85;1.00;
1.14;3.41;-188.41;-331.14;142.73;142.73;142872.73;42.82;142.73;285.46;240.00;1030.91;0.97;1002.85;1.00;
1.21;3.66;-188.66;-331.21;142.55;142.55;142692.55;42.77;142.55;285.10;230.00;1030.91;0.97;1002.85;1.00;
11.18;13.81;-188.81;-331.18;142.37;142.37;142512.37;42.71;142.37;284.74;220.00;1031.04;0.97;1002.85;1.00;
11.15;13.68;-188.68;-331.15;142.47;142.47;142612.47;42.74;142.47;284.94;230.00;1031.04;0.97;1002.85;1.00;
5.96;-6.25;-188.75;-330.96;142.21;142.21;142352.21;42.66;142.21;284.42;230.00;1031.04;0.97;1013.49;0.99;
-17.89;-6.08;-188.92;-331.11;142.19;142.19;142332.19;42.66;142.19;284.38;230.00;1031.04;0.97;1020.43;0.98;
-7.84;3.99;-188.99;-331.16;142.17;142.17;142312.17;42.65;142.17;284.34;230.00;1051.81;0.95;1020.43;0.98;
-26.80;-26.68;-189.32;-331.20;141.88;141.88;142021.88;42.56;141.88;283.76;230.00;1051.81;0.95;964.42;1.04;
-7.06;-6.65;-189.35;-330.94;141.59;141.59;141731.59;42.48;141.59;283.18;210.00;1052.35;0.95;964.42;1.04;
